extra_trees_bin_n10.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.65,0.69,0.98,0.83,0.70,0.95,0.67
0.70,0.62,0.99,0.79,0.64,0.95,0.59
0.75,0.57,0.99,0.77,0.61,0.95,0.55
0.80,0.46,1.00,0.72,0.54,0.95,0.45
0.85,0.38,1.00,0.68,0.48,0.95,0.37
0.90,0.24,1.00,0.60,0.36,0.95,0.23
0.95,0.14,1.00,0.55,0.26,0.95,0.13

rf_kfold_bin_n10.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.00,1.00,0.00,0.49,0.00,0.90,0.00
0.05,1.00,0.00,0.49,0.00,0.93,0.00
0.10,1.00,0.00,0.49,0.00,0.91,0.00
0.15,1.00,0.00,0.49,0.00,0.90,0.00
0.20,1.00,0.05,0.51,0.16,0.91,0.05
0.25,0.97,0.24,0.60,0.31,0.92,0.21
0.30,0.94,0.30,0.61,0.31,0.90,0.24
0.35,0.94,0.46,0.69,0.46,0.89,0.40
0.40,0.94,0.73,0.83,0.69,0.91,0.67
0.45,0.91,0.68,0.79,0.60,0.92,0.59
0.50,0.89,0.84,0.86,0.72,0.92,0.72
0.55,0.91,0.84,0.88,0.75,0.92,0.75
0.60,0.83,0.89,0.86,0.72,0.89,0.72
0.65,0.77,0.95,0.86,0.73,0.94,0.72
0.70,0.69,0.95,0.82,0.66,0.94,0.64
0.75,0.57,0.95,0.76,0.56,0.90,0.52
0.80,0.54,1.00,0.78,0.62,0.92,0.55
0.85,0.34,1.00,0.68,0.46,0.94,0.35
0.90,0.29,1.00,0.65,0.41,0.93,0.29
0.95,0.14,1.00,0.58,0.28,0.90,0.15

ridge_bin_n10.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.52,0.00,0.93,0.00
-2.90,1.00,0.00,0.52,0.00,0.93,0.00
-2.80,1.00,0.00,0.52,0.00,0.93,0.00
-2.70,1.00,0.00,0.52,0.00,0.93,0.00
-2.60,1.00,0.00,0.52,0.00,0.93,0.00
-2.50,1.00,0.00,0.52,0.00,0.93,0.00
-2.40,1.00,0.00,0.52,0.00,0.93,0.00
-2.30,1.00,0.00,0.52,0.00,0.93,0.00
-2.20,1.00,0.00,0.52,0.00,0.93,0.00
-2.10,1.00,0.00,0.52,0.00,0.93,0.00
-2.00,1.00,0.00,0.52,0.00,0.93,0.00
-1.90,1.00,0.00,0.52,0.00,0.93,0.00
-1.80,1.00,0.00,0.52,0.00,0.93,0.00
-1.70,1.00,0.00,0.52,0.00,0.93,0.00
-1.60,1.00,0.01,0.53,0.06,0.93,0.01
-1.50,1.00,0.01,0.53,0.08,0.93,0.01
-1.40,1.00,0.01,0.53,0.08,0.93,0.01
-1.30,1.00,0.04,0.54,0.15,0.93,0.04
-1.20,1.00,0.05,0.55,0.17,0.93,0.05
-1.10,0.99,0.09,0.56,0.20,0.93,0.09
-1.00,0.99,0.13,0.58,0.24,0.93,0.13
-0.90,0.99,0.22,0.62,0.34,0.93,0.22
-0.80,0.99,0.32,0.67,0.42,0.93,0.32
-0.70,0.97,0.39,0.70,0.45,0.93,0.37
-0.60,0.97,0.49,0.74,0.54,0.93,0.47
-0.50,0.96,0.60,0.79,0.61,0.93,0.57
-0.40,0.95,0.66,0.81,0.64,0.93,0.61
-0.30,0.93,0.75,0.85,0.70,0.93,0.69
-0.20,0.91,0.83,0.87,0.75,0.93,0.74
-0.10,0.89,0.85,0.87,0.75,0.93,0.74
0.00,0.85,0.87,0.86,0.71,0.93,0.71
0.10,0.81,0.90,0.85,0.70,0.93,0.70
0.20,0.78,0.90,0.84,0.69,0.93,0.68
0.30,0.71,0.94,0.82,0.66,0.93,0.64
0.40,0.68,0.97,0.81,0.67,0.93,0.63
0.50,0.62,0.98,0.79,0.63,0.93,0.58
0.60,0.56,0.99,0.77,0.60,0.93,0.54
0.70,0.49,0.99,0.73,0.55,0.93,0.47
0.80,0.40,0.99,0.68,0.48,0.93,0.38
0.90,0.26,1.00,0.61,0.38,0.93,0.25
1.00,0.15,1.00,0.55,0.28,0.93,0.14
1.10,0.07,1.00,0.51,0.18,0.93,0.07
1.20,0.03,1.00,0.49,0.12,0.93,0.03
1.30,0.02,1.00,0.49,0.10,0.93,0.02
1.40,0.00,1.00,0.48,0.00,0.93,0.00
1.50,0.00,1.00,0.48,0.00,0.93,0.00
1.60,0.00,1.00,0.48,0.00,0.93,0.00
1.70,0.00,1.00,0.48,0.00,0.93,0.00
1.80,0.00,1.00,0.48,0.00,0.93,0.00
1.90,0.00,1.00,0.48,0.00,0.93,0.00
2.00,0.00,1.00,0.48,0.00,0.93,0.00
2.10,0.00,1.00,0.48,0.00,0.93,0.00
2.20,0.00,1.00,0.48,0.00,0.93,0.00
2.30,0.00,1.00,0.48,0.00,0.93,0.00
2.40,0.00,1.00,0.48,0.00,0.93,0.00
2.50,0.00,1.00,0.48,0.00,0.93,0.00
2.60,0.00,1.00,0.48,0.00,0.93,0.00
2.70,0.00,1.00,0.48,0.00,0.93,0.00
2.80,0.00,1.00,0.48,0.00,0.93,0.00
2.90,0.00,1.00,0.48,0.00,0.93,0.00

ridge_kfold_bin_n10.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.49,0.00,0.91,0.00
-2.90,1.00,0.00,0.49,0.00,0.91,0.00
-2.80,1.00,0.00,0.49,0.00,0.91,0.00
-2.70,1.00,0.00,0.49,0.00,0.91,0.00
-2.60,1.00,0.00,0.49,0.00,0.91,0.00
-2.50,1.00,0.00,0.49,0.00,0.91,0.00
-2.40,1.00,0.00,0.49,0.00,0.91,0.00
-2.30,1.00,0.00,0.49,0.00,0.91,0.00
-2.20,1.00,0.00,0.49,0.00,0.91,0.00
-2.10,1.00,0.00,0.49,0.00,0.91,0.00
-2.00,1.00,0.00,0.49,0.00,0.91,0.00
-1.90,1.00,0.00,0.49,0.00,0.91,0.00
-1.80,1.00,0.00,0.49,0.00,0.91,0.00
-1.70,1.00,0.00,0.49,0.00,0.91,0.00
-1.60,1.00,0.00,0.49,0.00,0.91,0.00
-1.50,1.00,0.00,0.49,0.00,0.91,0.00
-1.40,1.00,0.00,0.49,0.00,0.91,0.00
-1.30,1.00,0.00,0.49,0.00,0.91,0.00
-1.20,1.00,0.00,0.49,0.00,0.91,0.00
-1.10,1.00,0.00,0.49,0.00,0.91,0.00
-1.00,1.00,0.03,0.50,0.12,0.91,0.03
-0.90,0.97,0.08,0.51,0.11,0.91,0.05
-0.80,0.97,0.14,0.54,0.19,0.91,0.10
-0.70,0.97,0.19,0.57,0.26,0.91,0.16
-0.60,0.97,0.24,0.60,0.31,0.91,0.21
-0.50,0.97,0.30,0.62,0.36,0.91,0.26
-0.40,0.97,0.43,0.69,0.48,0.91,0.40
-0.30,0.97,0.51,0.74,0.54,0.91,0.48
-0.20,0.91,0.59,0.75,0.53,0.91,0.50
-0.10,0.91,0.73,0.82,0.65,0.91,0.64
0.00,0.86,0.76,0.81,0.62,0.91,0.61
0.10,0.83,0.89,0.86,0.72,0.91,0.72
0.20,0.80,0.89,0.85,0.70,0.91,0.69
0.30,0.77,0.95,0.86,0.73,0.91,0.72
0.40,0.69,0.95,0.82,0.66,0.91,0.64
0.50,0.49,0.97,0.74,0.53,0.91,0.46
0.60,0.46,1.00,0.74,0.55,0.91,0.46
0.70,0.34,1.00,0.68,0.46,0.91,0.35
0.80,0.31,1.00,0.67,0.44,0.91,0.32
0.90,0.17,1.00,0.60,0.31,0.91,0.18
1.00,0.09,1.00,0.56,0.21,0.91,0.09
1.10,0.03,1.00,0.53,0.12,0.91,0.03
1.20,0.00,1.00,0.51,0.00,0.91,0.00
1.30,0.00,1.00,0.51,0.00,0.91,0.00
1.40,0.00,1.00,0.51,0.00,0.91,0.00
1.50,0.00,1.00,0.51,0.00,0.91,0.00
1.60,0.00,1.00,0.51,0.00,0.91,0.00
1.70,0.00,1.00,0.51,0.00,0.91,0.00
1.80,0.00,1.00,0.51,0.00,0.91,0.00
1.90,0.00,1.00,0.51,0.00,0.91,0.00
2.00,0.00,1.00,0.51,0.00,0.91,0.00
2.10,0.00,1.00,0.51,0.00,0.91,0.00
2.20,0.00,1.00,0.51,0.00,0.91,0.00
2.30,0.00,1.00,0.51,0.00,0.91,0.00
2.40,0.00,1.00,0.51,0.00,0.91,0.00
2.50,0.00,1.00,0.51,0.00,0.91,0.00
2.60,0.00,1.00,0.51,0.00,0.91,0.00
2.70,0.00,1.00,0.51,0.00,0.91,0.00
2.80,0.00,1.00,0.51,0.00,0.91,0.00
2.90,0.00,1.00,0.51,0.00,0.91,0.00

svm_bin_n10.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.52,0.00,0.95,0.00
-2.90,1.00,0.00,0.52,0.00,0.95,0.00
-2.80,1.00,0.00,0.52,0.00,0.95,0.00
-2.70,1.00,0.00,0.52,0.00,0.95,0.00
-2.60,1.00,0.00,0.52,0.00,0.95,0.00
-2.50,1.00,0.00,0.52,0.00,0.95,0.00
-2.40,1.00,0.00,0.52,0.00,0.95,0.00
-2.30,1.00,0.00,0.52,0.00,0.95,0.00
-2.20,1.00,0.00,0.52,0.00,0.95,0.00
-2.10,1.00,0.00,0.52,0.00,0.95,0.00
-2.00,1.00,0.00,0.52,0.00,0.95,0.00
-1.90,1.00,0.00,0.52,0.00,0.95,0.00
-1.80,1.00,0.00,0.52,0.00,0.95,0.00
-1.70,1.00,0.01,0.53,0.08,0.95,0.01
-1.60,1.00,0.02,0.54,0.11,0.95,0.02
-1.50,1.00,0.03,0.54,0.14,0.95,0.04
-1.40,1.00,0.05,0.55,0.17,0.95,0.05
-1.30,1.00,0.07,0.56,0.19,0.95,0.07
-1.20,0.99,0.13,0.59,0.26,0.95,0.13
-1.10,0.99,0.22,0.62,0.33,0.95,0.21
-1.00,0.98,0.33,0.67,0.42,0.95,0.32
-0.90,0.98,0.40,0.70,0.47,0.95,0.38
-0.80,0.97,0.50,0.75,0.55,0.95,0.48
-0.70,0.97,0.61,0.80,0.63,0.95,0.59
-0.60,0.95,0.71,0.84,0.69,0.95,0.67
-0.50,0.94,0.76,0.85,0.71,0.95,0.70
-0.40,0.93,0.78,0.86,0.72,0.95,0.72
-0.30,0.92,0.84,0.88,0.76,0.95,0.76
-0.20,0.89,0.87,0.88,0.76,0.95,0.76
-0.10,0.85,0.90,0.87,0.74,0.95,0.74
0.00,0.83,0.91,0.87,0.74,0.95,0.74
0.10,0.80,0.92,0.86,0.73,0.95,0.72
0.20,0.78,0.97,0.87,0.75,0.95,0.74
0.30,0.77,0.97,0.86,0.75,0.95,0.73
0.40,0.75,0.98,0.86,0.75,0.95,0.73
0.50,0.74,0.99,0.86,0.75,0.95,0.72
0.60,0.72,0.99,0.85,0.73,0.95,0.70
0.70,0.67,1.00,0.83,0.70,0.95,0.66
0.80,0.65,1.00,0.81,0.68,0.95,0.64
0.90,0.60,1.00,0.79,0.65,0.95,0.59
1.00,0.48,1.00,0.73,0.55,0.95,0.47
1.10,0.33,1.00,0.65,0.43,0.95,0.32
1.20,0.22,1.00,0.59,0.34,0.95,0.21
1.30,0.15,1.00,0.55,0.28,0.95,0.14
1.40,0.11,1.00,0.53,0.23,0.95,0.10
1.50,0.06,1.00,0.51,0.18,0.95,0.06
1.60,0.03,1.00,0.49,0.11,0.95,0.03
1.70,0.02,1.00,0.49,0.10,0.95,0.02
1.80,0.01,1.00,0.48,0.07,0.95,0.01
1.90,0.01,1.00,0.48,0.07,0.95,0.01
2.00,0.01,1.00,0.48,0.07,0.95,0.01
2.10,0.00,1.00,0.48,0.00,0.95,0.00
2.20,0.00,1.00,0.48,0.00,0.95,0.00
2.30,0.00,1.00,0.48,0.00,0.95,0.00
2.40,0.00,1.00,0.48,0.00,0.95,0.00
2.50,0.00,1.00,0.48,0.00,0.95,0.00
2.60,0.00,1.00,0.48,0.00,0.95,0.00
2.70,0.00,1.00,0.48,0.00,0.95,0.00
2.80,0.00,1.00,0.48,0.00,0.95,0.00
2.90,0.00,1.00,0.48,0.00,0.95,0.00

svm_kfold_bin_n10.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.49,0.00,0.93,0.00
-2.90,1.00,0.00,0.49,0.00,0.93,0.00
-2.80,1.00,0.00,0.49,0.00,0.93,0.00
-2.70,1.00,0.00,0.49,0.00,0.93,0.00
-2.60,1.00,0.00,0.49,0.00,0.93,0.00
-2.50,1.00,0.00,0.49,0.00,0.93,0.00
-2.40,1.00,0.00,0.49,0.00,0.93,0.00
-2.30,1.00,0.00,0.49,0.00,0.93,0.00
-2.20,1.00,0.00,0.49,0.00,0.93,0.00
-2.10,1.00,0.00,0.49,0.00,0.93,0.00
-2.00,1.00,0.00,0.49,0.00,0.93,0.00
-1.90,1.00,0.00,0.49,0.00,0.93,0.00
-1.80,1.00,0.00,0.49,0.00,0.93,0.00
-1.70,1.00,0.00,0.49,0.00,0.93,0.00
-1.60,1.00,0.00,0.49,0.00,0.93,0.00
-1.50,1.00,0.00,0.49,0.00,0.93,0.00
-1.40,1.00,0.00,0.49,0.00,0.93,0.00
-1.30,1.00,0.00,0.49,0.00,0.93,0.00
-1.20,1.00,0.00,0.49,0.00,0.93,0.00
-1.10,1.00,0.03,0.50,0.12,0.93,0.03
-1.00,0.97,0.05,0.50,0.06,0.93,0.02
-0.90,0.97,0.08,0.51,0.11,0.93,0.05
-0.80,0.97,0.22,0.58,0.28,0.93,0.18
-0.70,0.97,0.27,0.61,0.34,0.93,0.24
-0.60,0.97,0.35,0.65,0.41,0.93,0.32
-0.50,0.97,0.46,0.71,0.50,0.93,0.42
-0.40,0.94,0.54,0.74,0.52,0.93,0.48
-0.30,0.94,0.68,0.81,0.64,0.93,0.61
-0.20,0.89,0.70,0.79,0.60,0.93,0.59
-0.10,0.89,0.81,0.85,0.70,0.93,0.69
0.00,0.83,0.89,0.86,0.72,0.93,0.72
0.10,0.80,0.89,0.85,0.70,0.93,0.69
0.20,0.80,0.95,0.88,0.76,0.93,0.75
0.30,0.77,0.97,0.88,0.76,0.93,0.75
0.40,0.66,0.97,0.82,0.67,0.93,0.64
0.50,0.60,1.00,0.81,0.66,0.93,0.61
0.60,0.54,1.00,0.78,0.62,0.93,0.55
0.70,0.54,1.00,0.78,0.62,0.93,0.55
0.80,0.37,1.00,0.69,0.48,0.93,0.38
0.90,0.34,1.00,0.68,0.46,0.93,0.35
1.00,0.26,1.00,0.64,0.39,0.93,0.26
1.10,0.23,1.00,0.62,0.36,0.93,0.23
1.20,0.09,1.00,0.56,0.21,0.93,0.09
1.30,0.03,1.00,0.53,0.12,0.93,0.03
1.40,0.03,1.00,0.53,0.12,0.93,0.03
1.50,0.00,1.00,0.51,0.00,0.93,0.00
1.60,0.00,1.00,0.51,0.00,0.93,0.00
1.70,0.00,1.00,0.51,0.00,0.93,0.00
1.80,0.00,1.00,0.51,0.00,0.93,0.00
1.90,0.00,1.00,0.51,0.00,0.93,0.00
2.00,0.00,1.00,0.51,0.00,0.93,0.00
2.10,0.00,1.00,0.51,0.00,0.93,0.00
2.20,0.00,1.00,0.51,0.00,0.93,0.00
2.30,0.00,1.00,0.51,0.00,0.93,0.00
2.40,0.00,1.00,0.51,0.00,0.93,0.00
2.50,0.00,1.00,0.51,0.00,0.93,0.00
2.60,0.00,1.00,0.51,0.00,0.93,0.00
2.70,0.00,1.00,0.51,0.00,0.93,0.00
2.80,0.00,1.00,0.51,0.00,0.93,0.00
2.90,0.00,1.00,0.51,0.00,0.93,0.00

