extra_trees_bin_nc10.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.60,0.69,0.99,0.83,0.71,0.95,0.67
0.65,0.64,0.99,0.81,0.67,0.95,0.62
0.70,0.55,1.00,0.77,0.61,0.95,0.54
0.75,0.47,1.00,0.72,0.54,0.95,0.46
0.80,0.36,1.00,0.66,0.46,0.95,0.35
0.85,0.24,1.00,0.60,0.36,0.95,0.23
0.90,0.11,1.00,0.53,0.23,0.95,0.10
0.95,0.05,1.00,0.50,0.15,0.95,0.05

rf_kfold_bin_nc10.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.00,1.00,0.00,0.49,0.00,0.92,0.00
0.05,1.00,0.00,0.49,0.00,0.90,0.00
0.10,1.00,0.00,0.49,0.00,0.93,0.00
0.15,1.00,0.00,0.49,0.00,0.92,0.00
0.20,1.00,0.05,0.51,0.16,0.94,0.05
0.25,1.00,0.14,0.56,0.27,0.94,0.13
0.30,1.00,0.16,0.57,0.29,0.90,0.16
0.35,0.97,0.32,0.64,0.38,0.92,0.29
0.40,1.00,0.54,0.76,0.60,0.92,0.53
0.45,0.89,0.57,0.72,0.48,0.89,0.45
0.50,0.91,0.78,0.85,0.70,0.91,0.70
0.55,0.86,0.76,0.81,0.62,0.91,0.61
0.60,0.77,0.89,0.83,0.67,0.92,0.67
0.65,0.63,0.97,0.81,0.64,0.92,0.61
0.70,0.57,0.97,0.78,0.60,0.92,0.55
0.75,0.49,1.00,0.75,0.57,0.87,0.49
0.80,0.34,1.00,0.68,0.46,0.92,0.35
0.85,0.23,1.00,0.62,0.36,0.90,0.23
0.90,0.11,1.00,0.57,0.25,0.92,0.12
0.95,0.06,1.00,0.54,0.17,0.90,0.06

ridge_bin_nc10.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.52,0.00,0.95,0.00
-2.90,1.00,0.00,0.52,0.00,0.95,0.00
-2.80,1.00,0.00,0.52,0.00,0.95,0.00
-2.70,1.00,0.00,0.52,0.00,0.95,0.00
-2.60,1.00,0.00,0.52,0.00,0.95,0.00
-2.50,1.00,0.00,0.52,0.00,0.95,0.00
-2.40,1.00,0.00,0.52,0.00,0.95,0.00
-2.30,1.00,0.00,0.52,0.00,0.95,0.00
-2.20,1.00,0.00,0.52,0.00,0.95,0.00
-2.10,1.00,0.00,0.52,0.00,0.95,0.00
-2.00,1.00,0.01,0.53,0.06,0.95,0.01
-1.90,1.00,0.01,0.53,0.06,0.95,0.01
-1.80,1.00,0.01,0.53,0.08,0.95,0.01
-1.70,1.00,0.02,0.53,0.10,0.95,0.02
-1.60,1.00,0.03,0.54,0.14,0.95,0.04
-1.50,1.00,0.05,0.55,0.16,0.95,0.05
-1.40,1.00,0.06,0.56,0.19,0.95,0.07
-1.30,1.00,0.08,0.56,0.20,0.95,0.08
-1.20,0.99,0.09,0.57,0.21,0.95,0.09
-1.10,0.99,0.15,0.59,0.27,0.95,0.15
-1.00,0.99,0.18,0.61,0.31,0.95,0.18
-0.90,0.99,0.26,0.64,0.37,0.95,0.26
-0.80,0.98,0.40,0.70,0.47,0.95,0.39
-0.70,0.98,0.53,0.77,0.58,0.95,0.52
-0.60,0.97,0.59,0.79,0.62,0.95,0.57
-0.50,0.96,0.64,0.81,0.64,0.95,0.61
-0.40,0.95,0.69,0.83,0.67,0.95,0.65
-0.30,0.93,0.77,0.86,0.72,0.95,0.71
-0.20,0.91,0.83,0.87,0.75,0.95,0.74
-0.10,0.89,0.87,0.88,0.76,0.95,0.76
0.00,0.87,0.91,0.89,0.77,0.95,0.77
0.10,0.83,0.94,0.88,0.77,0.95,0.77
0.20,0.79,0.95,0.87,0.75,0.95,0.74
0.30,0.77,0.97,0.86,0.75,0.95,0.73
0.40,0.74,0.98,0.85,0.73,0.95,0.70
0.50,0.69,0.99,0.83,0.71,0.95,0.67
0.60,0.61,1.00,0.80,0.65,0.95,0.60
0.70,0.56,1.00,0.77,0.61,0.95,0.55
0.80,0.47,1.00,0.72,0.55,0.95,0.46
0.90,0.36,1.00,0.67,0.46,0.95,0.35
1.00,0.26,1.00,0.61,0.38,0.95,0.25
1.10,0.14,1.00,0.55,0.26,0.95,0.13
1.20,0.07,1.00,0.51,0.18,0.95,0.07
1.30,0.04,1.00,0.50,0.14,0.95,0.04
1.40,0.03,1.00,0.49,0.11,0.95,0.03
1.50,0.02,1.00,0.49,0.10,0.95,0.02
1.60,0.02,1.00,0.49,0.10,0.95,0.02
1.70,0.01,1.00,0.48,0.05,0.95,0.01
1.80,0.01,1.00,0.48,0.05,0.95,0.01
1.90,0.01,1.00,0.48,0.05,0.95,0.01
2.00,0.01,1.00,0.48,0.05,0.95,0.01
2.10,0.00,1.00,0.48,0.00,0.95,0.00
2.20,0.00,1.00,0.48,0.00,0.95,0.00
2.30,0.00,1.00,0.48,0.00,0.95,0.00
2.40,0.00,1.00,0.48,0.00,0.95,0.00
2.50,0.00,1.00,0.48,0.00,0.95,0.00
2.60,0.00,1.00,0.48,0.00,0.95,0.00
2.70,0.00,1.00,0.48,0.00,0.95,0.00
2.80,0.00,1.00,0.48,0.00,0.95,0.00
2.90,0.00,1.00,0.48,0.00,0.95,0.00

ridge_kfold_bin_nc10.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.49,0.00,0.91,0.00
-2.90,1.00,0.00,0.49,0.00,0.91,0.00
-2.80,1.00,0.00,0.49,0.00,0.91,0.00
-2.70,1.00,0.00,0.49,0.00,0.91,0.00
-2.60,1.00,0.00,0.49,0.00,0.91,0.00
-2.50,1.00,0.00,0.49,0.00,0.91,0.00
-2.40,1.00,0.00,0.49,0.00,0.91,0.00
-2.30,1.00,0.00,0.49,0.00,0.91,0.00
-2.20,1.00,0.00,0.49,0.00,0.91,0.00
-2.10,1.00,0.00,0.49,0.00,0.91,0.00
-2.00,1.00,0.00,0.49,0.00,0.91,0.00
-1.90,1.00,0.00,0.49,0.00,0.91,0.00
-1.80,1.00,0.00,0.49,0.00,0.91,0.00
-1.70,1.00,0.00,0.49,0.00,0.91,0.00
-1.60,1.00,0.00,0.49,0.00,0.91,0.00
-1.50,1.00,0.00,0.49,0.00,0.91,0.00
-1.40,1.00,0.00,0.49,0.00,0.91,0.00
-1.30,1.00,0.00,0.49,0.00,0.91,0.00
-1.20,1.00,0.00,0.49,0.00,0.91,0.00
-1.10,1.00,0.00,0.49,0.00,0.91,0.00
-1.00,1.00,0.00,0.49,0.00,0.91,0.00
-0.90,1.00,0.00,0.49,0.00,0.91,0.00
-0.80,1.00,0.05,0.51,0.16,0.91,0.05
-0.70,0.97,0.11,0.53,0.16,0.91,0.08
-0.60,0.97,0.19,0.57,0.26,0.91,0.16
-0.50,0.97,0.35,0.65,0.41,0.91,0.32
-0.40,0.94,0.46,0.69,0.46,0.91,0.40
-0.30,0.94,0.59,0.76,0.57,0.91,0.53
-0.20,0.91,0.59,0.75,0.53,0.91,0.50
-0.10,0.91,0.73,0.82,0.65,0.91,0.64
0.00,0.89,0.78,0.83,0.67,0.91,0.67
0.10,0.74,0.81,0.78,0.56,0.91,0.55
0.20,0.74,0.84,0.79,0.58,0.91,0.58
0.30,0.74,0.92,0.83,0.67,0.91,0.66
0.40,0.69,0.97,0.83,0.69,0.91,0.66
0.50,0.60,0.97,0.79,0.62,0.91,0.58
0.60,0.57,1.00,0.79,0.64,0.91,0.58
0.70,0.40,1.00,0.71,0.51,0.91,0.41
0.80,0.29,1.00,0.65,0.41,0.91,0.29
0.90,0.20,1.00,0.61,0.34,0.91,0.20
1.00,0.11,1.00,0.57,0.25,0.91,0.12
1.10,0.06,1.00,0.54,0.17,0.91,0.06
1.20,0.03,1.00,0.53,0.12,0.91,0.03
1.30,0.00,1.00,0.51,0.00,0.91,0.00
1.40,0.00,1.00,0.51,0.00,0.91,0.00
1.50,0.00,1.00,0.51,0.00,0.91,0.00
1.60,0.00,1.00,0.51,0.00,0.91,0.00
1.70,0.00,1.00,0.51,0.00,0.91,0.00
1.80,0.00,1.00,0.51,0.00,0.91,0.00
1.90,0.00,1.00,0.51,0.00,0.91,0.00
2.00,0.00,1.00,0.51,0.00,0.91,0.00
2.10,0.00,1.00,0.51,0.00,0.91,0.00
2.20,0.00,1.00,0.51,0.00,0.91,0.00
2.30,0.00,1.00,0.51,0.00,0.91,0.00
2.40,0.00,1.00,0.51,0.00,0.91,0.00
2.50,0.00,1.00,0.51,0.00,0.91,0.00
2.60,0.00,1.00,0.51,0.00,0.91,0.00
2.70,0.00,1.00,0.51,0.00,0.91,0.00
2.80,0.00,1.00,0.51,0.00,0.91,0.00
2.90,0.00,1.00,0.51,0.00,0.91,0.00

svm_bin_nc10.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.52,0.00,0.96,0.00
-2.90,1.00,0.00,0.52,0.00,0.96,0.00
-2.80,1.00,0.00,0.52,0.00,0.96,0.00
-2.70,1.00,0.00,0.52,0.00,0.96,0.00
-2.60,1.00,0.00,0.52,0.00,0.96,0.00
-2.50,1.00,0.00,0.52,0.00,0.96,0.00
-2.40,1.00,0.00,0.52,0.00,0.96,0.00
-2.30,1.00,0.00,0.52,0.00,0.96,0.00
-2.20,1.00,0.00,0.52,0.00,0.96,0.00
-2.10,1.00,0.00,0.52,0.00,0.96,0.00
-2.00,1.00,0.00,0.52,0.00,0.96,0.00
-1.90,1.00,0.00,0.52,0.00,0.96,0.00
-1.80,1.00,0.00,0.52,0.00,0.96,0.00
-1.70,1.00,0.00,0.52,0.00,0.96,0.00
-1.60,1.00,0.00,0.52,0.00,0.96,0.00
-1.50,1.00,0.00,0.52,0.00,0.96,0.00
-1.40,1.00,0.00,0.52,0.00,0.96,0.00
-1.30,1.00,0.00,0.52,0.00,0.96,0.00
-1.20,1.00,0.00,0.52,0.00,0.96,0.00
-1.10,1.00,0.01,0.53,0.06,0.96,0.01
-1.00,1.00,0.01,0.53,0.08,0.96,0.01
-0.90,1.00,0.03,0.54,0.14,0.96,0.04
-0.80,1.00,0.06,0.55,0.18,0.96,0.06
-0.70,1.00,0.14,0.59,0.28,0.96,0.15
-0.60,0.98,0.33,0.67,0.42,0.96,0.33
-0.50,0.97,0.54,0.77,0.58,0.96,0.53
-0.40,0.96,0.70,0.84,0.69,0.96,0.67
-0.30,0.92,0.83,0.88,0.75,0.96,0.75
-0.20,0.89,0.91,0.90,0.80,0.96,0.80
-0.10,0.85,0.95,0.90,0.80,0.96,0.80
0.00,0.83,0.98,0.90,0.81,0.96,0.80
0.10,0.81,0.99,0.90,0.81,0.96,0.80
0.20,0.76,1.00,0.88,0.78,0.96,0.75
0.30,0.72,1.00,0.85,0.74,0.96,0.71
0.40,0.67,1.00,0.83,0.70,0.96,0.66
0.50,0.64,1.00,0.81,0.67,0.96,0.62
0.60,0.57,1.00,0.78,0.62,0.96,0.56
0.70,0.53,1.00,0.75,0.59,0.96,0.51
0.80,0.45,1.00,0.71,0.53,0.96,0.44
0.90,0.36,1.00,0.67,0.46,0.96,0.35
1.00,0.25,1.00,0.61,0.37,0.96,0.24
1.10,0.13,1.00,0.54,0.25,0.96,0.12
1.20,0.07,1.00,0.51,0.18,0.96,0.07
1.30,0.05,1.00,0.50,0.15,0.96,0.05
1.40,0.03,1.00,0.49,0.11,0.96,0.03
1.50,0.01,1.00,0.48,0.07,0.96,0.01
1.60,0.01,1.00,0.48,0.05,0.96,0.01
1.70,0.00,1.00,0.48,0.00,0.96,0.00
1.80,0.00,1.00,0.48,0.00,0.96,0.00
1.90,0.00,1.00,0.48,0.00,0.96,0.00
2.00,0.00,1.00,0.48,0.00,0.96,0.00
2.10,0.00,1.00,0.48,0.00,0.96,0.00
2.20,0.00,1.00,0.48,0.00,0.96,0.00
2.30,0.00,1.00,0.48,0.00,0.96,0.00
2.40,0.00,1.00,0.48,0.00,0.96,0.00
2.50,0.00,1.00,0.48,0.00,0.96,0.00
2.60,0.00,1.00,0.48,0.00,0.96,0.00
2.70,0.00,1.00,0.48,0.00,0.96,0.00
2.80,0.00,1.00,0.48,0.00,0.96,0.00
2.90,0.00,1.00,0.48,0.00,0.96,0.00

svm_kfold_bin_nc10.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.49,0.00,0.93,0.00
-2.90,1.00,0.00,0.49,0.00,0.93,0.00
-2.80,1.00,0.00,0.49,0.00,0.93,0.00
-2.70,1.00,0.00,0.49,0.00,0.93,0.00
-2.60,1.00,0.00,0.49,0.00,0.93,0.00
-2.50,1.00,0.00,0.49,0.00,0.93,0.00
-2.40,1.00,0.00,0.49,0.00,0.93,0.00
-2.30,1.00,0.00,0.49,0.00,0.93,0.00
-2.20,1.00,0.00,0.49,0.00,0.93,0.00
-2.10,1.00,0.00,0.49,0.00,0.93,0.00
-2.00,1.00,0.00,0.49,0.00,0.93,0.00
-1.90,1.00,0.00,0.49,0.00,0.93,0.00
-1.80,1.00,0.00,0.49,0.00,0.93,0.00
-1.70,1.00,0.00,0.49,0.00,0.93,0.00
-1.60,1.00,0.00,0.49,0.00,0.93,0.00
-1.50,1.00,0.00,0.49,0.00,0.93,0.00
-1.40,1.00,0.00,0.49,0.00,0.93,0.00
-1.30,1.00,0.00,0.49,0.00,0.93,0.00
-1.20,1.00,0.00,0.49,0.00,0.93,0.00
-1.10,1.00,0.00,0.49,0.00,0.93,0.00
-1.00,1.00,0.00,0.49,0.00,0.93,0.00
-0.90,1.00,0.00,0.49,0.00,0.93,0.00
-0.80,1.00,0.00,0.49,0.00,0.93,0.00
-0.70,1.00,0.00,0.49,0.00,0.93,0.00
-0.60,1.00,0.00,0.49,0.00,0.93,0.00
-0.50,1.00,0.00,0.49,0.00,0.93,0.00
-0.40,1.00,0.03,0.50,0.12,0.93,0.03
-0.30,0.97,0.16,0.56,0.23,0.93,0.13
-0.20,0.97,0.49,0.72,0.52,0.93,0.45
-0.10,0.91,0.76,0.83,0.68,0.93,0.67
0.00,0.80,0.86,0.83,0.67,0.93,0.67
0.10,0.71,0.95,0.83,0.68,0.93,0.66
0.20,0.63,1.00,0.82,0.68,0.93,0.63
0.30,0.60,1.00,0.81,0.66,0.93,0.61
0.40,0.57,1.00,0.79,0.64,0.93,0.58
0.50,0.49,1.00,0.75,0.57,0.93,0.49
0.60,0.40,1.00,0.71,0.51,0.93,0.41
0.70,0.29,1.00,0.65,0.41,0.93,0.29
0.80,0.14,1.00,0.58,0.28,0.93,0.15
0.90,0.09,1.00,0.56,0.21,0.93,0.09
1.00,0.09,1.00,0.56,0.21,0.93,0.09
1.10,0.00,1.00,0.51,0.00,0.93,0.00
1.20,0.00,1.00,0.51,0.00,0.93,0.00
1.30,0.00,1.00,0.51,0.00,0.93,0.00
1.40,0.00,1.00,0.51,0.00,0.93,0.00
1.50,0.00,1.00,0.51,0.00,0.93,0.00
1.60,0.00,1.00,0.51,0.00,0.93,0.00
1.70,0.00,1.00,0.51,0.00,0.93,0.00
1.80,0.00,1.00,0.51,0.00,0.93,0.00
1.90,0.00,1.00,0.51,0.00,0.93,0.00
2.00,0.00,1.00,0.51,0.00,0.93,0.00
2.10,0.00,1.00,0.51,0.00,0.93,0.00
2.20,0.00,1.00,0.51,0.00,0.93,0.00
2.30,0.00,1.00,0.51,0.00,0.93,0.00
2.40,0.00,1.00,0.51,0.00,0.93,0.00
2.50,0.00,1.00,0.51,0.00,0.93,0.00
2.60,0.00,1.00,0.51,0.00,0.93,0.00
2.70,0.00,1.00,0.51,0.00,0.93,0.00
2.80,0.00,1.00,0.51,0.00,0.93,0.00
2.90,0.00,1.00,0.51,0.00,0.93,0.00

