extra_trees_bin_n5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.05,1.00,0.00,0.50,0.00,0.74,0.00
0.10,0.98,0.03,0.51,0.05,0.74,0.02
0.15,0.98,0.09,0.54,0.16,0.74,0.07
0.20,0.98,0.14,0.56,0.22,0.74,0.12
0.25,0.98,0.19,0.59,0.28,0.74,0.17
0.30,0.96,0.26,0.61,0.30,0.74,0.22
0.35,0.89,0.38,0.63,0.31,0.74,0.27
0.40,0.82,0.45,0.64,0.30,0.74,0.27
0.45,0.74,0.58,0.66,0.32,0.74,0.32
0.50,0.66,0.68,0.67,0.34,0.74,0.34
0.55,0.54,0.76,0.65,0.31,0.74,0.30
0.60,0.44,0.83,0.63,0.29,0.74,0.27
0.65,0.35,0.92,0.63,0.33,0.74,0.27
0.70,0.32,0.95,0.63,0.35,0.74,0.27
0.75,0.23,0.98,0.61,0.33,0.74,0.22
0.80,0.20,0.99,0.60,0.31,0.74,0.19
0.85,0.16,1.00,0.58,0.29,0.74,0.16
0.90,0.13,1.00,0.56,0.26,0.74,0.13
0.95,0.12,1.00,0.56,0.26,0.74,0.12

rf_kfold_bin_n5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.00,1.00,0.00,0.48,0.00,0.70,0.00
0.05,1.00,0.03,0.49,0.11,0.64,0.02
0.10,1.00,0.00,0.48,0.00,0.69,0.00
0.15,1.00,0.03,0.49,0.11,0.69,0.02
0.20,1.00,0.12,0.55,0.25,0.64,0.12
0.25,0.95,0.23,0.57,0.24,0.64,0.17
0.30,0.84,0.42,0.62,0.29,0.68,0.26
0.35,0.84,0.38,0.60,0.24,0.68,0.21
0.40,0.68,0.53,0.60,0.20,0.65,0.20
0.45,0.68,0.62,0.65,0.30,0.73,0.30
0.50,0.59,0.68,0.64,0.27,0.70,0.27
0.55,0.49,0.70,0.60,0.19,0.66,0.19
0.60,0.43,0.90,0.68,0.38,0.66,0.34
0.65,0.38,0.90,0.65,0.33,0.70,0.28
0.70,0.27,0.93,0.61,0.26,0.70,0.20
0.75,0.24,0.93,0.60,0.23,0.69,0.17
0.80,0.16,0.95,0.57,0.18,0.71,0.12
0.85,0.16,1.00,0.60,0.30,0.68,0.17
0.90,0.16,0.97,0.58,0.24,0.71,0.14
0.95,0.14,0.97,0.57,0.21,0.70,0.11

ridge_bin_n5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.50,0.00,0.70,0.00
-2.90,1.00,0.00,0.50,0.00,0.70,0.00
-2.80,1.00,0.00,0.50,0.00,0.70,0.00
-2.70,1.00,0.00,0.50,0.00,0.70,0.00
-2.60,1.00,0.00,0.50,0.00,0.70,0.00
-2.50,1.00,0.00,0.50,0.00,0.70,0.00
-2.40,1.00,0.00,0.50,0.00,0.70,0.00
-2.30,1.00,0.00,0.50,0.00,0.70,0.00
-2.20,1.00,0.00,0.50,0.00,0.70,0.00
-2.10,1.00,0.00,0.50,0.00,0.70,0.00
-2.00,1.00,0.00,0.50,0.00,0.70,0.00
-1.90,1.00,0.00,0.50,0.00,0.70,0.00
-1.80,1.00,0.00,0.50,0.00,0.70,0.00
-1.70,1.00,0.00,0.50,0.00,0.70,0.00
-1.60,1.00,0.00,0.50,0.00,0.70,0.00
-1.50,1.00,0.00,0.50,0.00,0.70,0.00
-1.40,1.00,0.01,0.50,0.05,0.70,0.01
-1.30,1.00,0.01,0.50,0.05,0.70,0.01
-1.20,1.00,0.01,0.50,0.05,0.70,0.01
-1.10,1.00,0.02,0.51,0.09,0.70,0.02
-1.00,1.00,0.03,0.51,0.11,0.70,0.03
-0.90,1.00,0.04,0.52,0.15,0.70,0.04
-0.80,0.99,0.07,0.53,0.16,0.70,0.06
-0.70,0.97,0.10,0.54,0.15,0.70,0.07
-0.60,0.95,0.15,0.55,0.17,0.70,0.10
-0.50,0.94,0.20,0.57,0.22,0.70,0.15
-0.40,0.93,0.29,0.61,0.28,0.70,0.22
-0.30,0.88,0.36,0.62,0.27,0.70,0.23
-0.20,0.85,0.42,0.64,0.31,0.70,0.28
-0.10,0.78,0.52,0.65,0.31,0.70,0.30
0.00,0.65,0.59,0.62,0.24,0.70,0.24
0.10,0.55,0.70,0.62,0.25,0.70,0.25
0.20,0.45,0.78,0.61,0.24,0.70,0.22
0.30,0.38,0.85,0.61,0.26,0.70,0.23
0.40,0.31,0.89,0.60,0.25,0.70,0.20
0.50,0.23,0.94,0.58,0.24,0.70,0.17
0.60,0.18,0.96,0.57,0.23,0.70,0.15
0.70,0.13,0.98,0.56,0.22,0.70,0.11
0.80,0.11,0.99,0.55,0.22,0.70,0.10
0.90,0.09,0.99,0.54,0.20,0.70,0.09
1.00,0.04,0.99,0.52,0.12,0.70,0.04
1.10,0.04,0.99,0.52,0.12,0.70,0.04
1.20,0.01,0.99,0.50,0.00,0.70,0.00
1.30,0.00,1.00,0.50,0.00,0.70,0.00
1.40,0.00,1.00,0.50,0.00,0.70,0.00
1.50,0.00,1.00,0.50,0.00,0.70,0.00
1.60,0.00,1.00,0.50,0.00,0.70,0.00
1.70,0.00,1.00,0.50,0.00,0.70,0.00
1.80,0.00,1.00,0.50,0.00,0.70,0.00
1.90,0.00,1.00,0.50,0.00,0.70,0.00
2.00,0.00,1.00,0.50,0.00,0.70,0.00
2.10,0.00,1.00,0.50,0.00,0.70,0.00
2.20,0.00,1.00,0.50,0.00,0.70,0.00
2.30,0.00,1.00,0.50,0.00,0.70,0.00
2.40,0.00,1.00,0.50,0.00,0.70,0.00
2.50,0.00,1.00,0.50,0.00,0.70,0.00
2.60,0.00,1.00,0.50,0.00,0.70,0.00
2.70,0.00,1.00,0.50,0.00,0.70,0.00
2.80,0.00,1.00,0.50,0.00,0.70,0.00
2.90,0.00,1.00,0.50,0.00,0.70,0.00

ridge_kfold_bin_n5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.48,0.00,0.67,0.00
-2.90,1.00,0.00,0.48,0.00,0.67,0.00
-2.80,1.00,0.00,0.48,0.00,0.67,0.00
-2.70,1.00,0.00,0.48,0.00,0.67,0.00
-2.60,1.00,0.00,0.48,0.00,0.67,0.00
-2.50,1.00,0.00,0.48,0.00,0.67,0.00
-2.40,1.00,0.00,0.48,0.00,0.67,0.00
-2.30,1.00,0.00,0.48,0.00,0.67,0.00
-2.20,1.00,0.00,0.48,0.00,0.67,0.00
-2.10,1.00,0.00,0.48,0.00,0.67,0.00
-2.00,1.00,0.00,0.48,0.00,0.67,0.00
-1.90,1.00,0.00,0.48,0.00,0.67,0.00
-1.80,1.00,0.00,0.48,0.00,0.67,0.00
-1.70,1.00,0.00,0.48,0.00,0.67,0.00
-1.60,1.00,0.00,0.48,0.00,0.67,0.00
-1.50,1.00,0.00,0.48,0.00,0.67,0.00
-1.40,1.00,0.00,0.48,0.00,0.67,0.00
-1.30,1.00,0.00,0.48,0.00,0.67,0.00
-1.20,0.97,0.00,0.47,-0.12,0.67,-0.03
-1.10,0.97,0.03,0.48,-0.01,0.67,-0.00
-1.00,0.97,0.05,0.49,0.06,0.67,0.02
-0.90,0.97,0.07,0.51,0.11,0.67,0.05
-0.80,0.92,0.10,0.49,0.03,0.67,0.02
-0.70,0.89,0.10,0.48,-0.01,0.67,-0.01
-0.60,0.84,0.15,0.48,-0.02,0.67,-0.01
-0.50,0.84,0.28,0.55,0.14,0.67,0.11
-0.40,0.84,0.38,0.60,0.24,0.67,0.21
-0.30,0.73,0.50,0.61,0.24,0.67,0.23
-0.20,0.68,0.62,0.65,0.30,0.67,0.30
-0.10,0.65,0.68,0.66,0.32,0.67,0.32
0.00,0.59,0.75,0.68,0.35,0.67,0.35
0.10,0.54,0.78,0.66,0.33,0.67,0.32
0.20,0.41,0.78,0.60,0.19,0.67,0.18
0.30,0.32,0.85,0.60,0.21,0.67,0.18
0.40,0.24,0.90,0.58,0.19,0.67,0.15
0.50,0.19,0.90,0.56,0.13,0.67,0.09
0.60,0.16,0.90,0.55,0.09,0.67,0.06
0.70,0.14,0.90,0.53,0.05,0.67,0.04
0.80,0.11,0.95,0.55,0.11,0.67,0.06
0.90,0.11,0.97,0.56,0.17,0.67,0.09
1.00,0.11,1.00,0.57,0.24,0.67,0.11
1.10,0.08,1.00,0.56,0.21,0.67,0.08
1.20,0.00,1.00,0.52,0.00,0.67,0.00
1.30,0.00,1.00,0.52,0.00,0.67,0.00
1.40,0.00,1.00,0.52,0.00,0.67,0.00
1.50,0.00,1.00,0.52,0.00,0.67,0.00
1.60,0.00,1.00,0.52,0.00,0.67,0.00
1.70,0.00,1.00,0.52,0.00,0.67,0.00
1.80,0.00,1.00,0.52,0.00,0.67,0.00
1.90,0.00,1.00,0.52,0.00,0.67,0.00
2.00,0.00,1.00,0.52,0.00,0.67,0.00
2.10,0.00,1.00,0.52,0.00,0.67,0.00
2.20,0.00,1.00,0.52,0.00,0.67,0.00
2.30,0.00,1.00,0.52,0.00,0.67,0.00
2.40,0.00,1.00,0.52,0.00,0.67,0.00
2.50,0.00,1.00,0.52,0.00,0.67,0.00
2.60,0.00,1.00,0.52,0.00,0.67,0.00
2.70,0.00,1.00,0.52,0.00,0.67,0.00
2.80,0.00,1.00,0.52,0.00,0.67,0.00
2.90,0.00,1.00,0.52,0.00,0.67,0.00

svm_bin_n5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.50,0.00,0.74,0.00
-2.90,1.00,0.00,0.50,0.00,0.74,0.00
-2.80,1.00,0.00,0.50,0.00,0.74,0.00
-2.70,1.00,0.00,0.50,0.00,0.74,0.00
-2.60,1.00,0.00,0.50,0.00,0.74,0.00
-2.50,1.00,0.00,0.50,0.00,0.74,0.00
-2.40,1.00,0.00,0.50,0.00,0.74,0.00
-2.30,1.00,0.00,0.50,0.00,0.74,0.00
-2.20,1.00,0.00,0.50,0.00,0.74,0.00
-2.10,1.00,0.00,0.50,0.00,0.74,0.00
-2.00,1.00,0.00,0.50,0.00,0.74,0.00
-1.90,1.00,0.00,0.50,0.00,0.74,0.00
-1.80,1.00,0.01,0.50,0.05,0.74,0.01
-1.70,1.00,0.01,0.51,0.07,0.74,0.01
-1.60,1.00,0.01,0.51,0.07,0.74,0.01
-1.50,1.00,0.01,0.51,0.07,0.74,0.01
-1.40,1.00,0.02,0.51,0.10,0.74,0.02
-1.30,1.00,0.05,0.53,0.16,0.74,0.05
-1.20,0.99,0.08,0.53,0.16,0.74,0.07
-1.10,0.98,0.13,0.56,0.22,0.74,0.11
-1.00,0.96,0.21,0.58,0.25,0.74,0.17
-0.90,0.93,0.28,0.61,0.28,0.74,0.21
-0.80,0.91,0.33,0.62,0.29,0.74,0.24
-0.70,0.89,0.40,0.65,0.33,0.74,0.29
-0.60,0.88,0.45,0.67,0.37,0.74,0.33
-0.50,0.87,0.47,0.67,0.37,0.74,0.34
-0.40,0.84,0.50,0.67,0.37,0.74,0.35
-0.30,0.81,0.51,0.66,0.34,0.74,0.32
-0.20,0.81,0.55,0.68,0.37,0.74,0.36
-0.10,0.76,0.60,0.68,0.36,0.74,0.35
0.00,0.74,0.62,0.68,0.37,0.74,0.36
0.10,0.70,0.63,0.67,0.34,0.74,0.34
0.20,0.67,0.66,0.67,0.33,0.74,0.33
0.30,0.64,0.69,0.67,0.34,0.74,0.34
0.40,0.63,0.72,0.67,0.35,0.74,0.35
0.50,0.59,0.76,0.67,0.35,0.74,0.35
0.60,0.55,0.78,0.67,0.34,0.74,0.33
0.70,0.52,0.80,0.66,0.33,0.74,0.32
0.80,0.46,0.82,0.64,0.30,0.74,0.28
0.90,0.45,0.84,0.65,0.32,0.74,0.29
1.00,0.30,0.90,0.60,0.25,0.74,0.20
1.10,0.16,0.98,0.57,0.24,0.74,0.13
1.20,0.11,0.98,0.55,0.20,0.74,0.10
1.30,0.09,1.00,0.54,0.21,0.74,0.09
1.40,0.08,1.00,0.54,0.20,0.74,0.08
1.50,0.08,1.00,0.54,0.20,0.74,0.08
1.60,0.07,1.00,0.54,0.19,0.74,0.07
1.70,0.07,1.00,0.54,0.19,0.74,0.07
1.80,0.03,1.00,0.52,0.13,0.74,0.03
1.90,0.03,1.00,0.51,0.11,0.74,0.03
2.00,0.00,1.00,0.50,0.00,0.74,0.00
2.10,0.00,1.00,0.50,0.00,0.74,0.00
2.20,0.00,1.00,0.50,0.00,0.74,0.00
2.30,0.00,1.00,0.50,0.00,0.74,0.00
2.40,0.00,1.00,0.50,0.00,0.74,0.00
2.50,0.00,1.00,0.50,0.00,0.74,0.00
2.60,0.00,1.00,0.50,0.00,0.74,0.00
2.70,0.00,1.00,0.50,0.00,0.74,0.00
2.80,0.00,1.00,0.50,0.00,0.74,0.00
2.90,0.00,1.00,0.50,0.00,0.74,0.00

svm_kfold_bin_n5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.48,0.00,0.73,0.00
-2.90,1.00,0.00,0.48,0.00,0.73,0.00
-2.80,1.00,0.00,0.48,0.00,0.73,0.00
-2.70,1.00,0.00,0.48,0.00,0.73,0.00
-2.60,1.00,0.00,0.48,0.00,0.73,0.00
-2.50,1.00,0.00,0.48,0.00,0.73,0.00
-2.40,1.00,0.00,0.48,0.00,0.73,0.00
-2.30,1.00,0.00,0.48,0.00,0.73,0.00
-2.20,1.00,0.00,0.48,0.00,0.73,0.00
-2.10,1.00,0.00,0.48,0.00,0.73,0.00
-2.00,1.00,0.00,0.48,0.00,0.73,0.00
-1.90,1.00,0.00,0.48,0.00,0.73,0.00
-1.80,1.00,0.00,0.48,0.00,0.73,0.00
-1.70,1.00,0.00,0.48,0.00,0.73,0.00
-1.60,1.00,0.00,0.48,0.00,0.73,0.00
-1.50,1.00,0.00,0.48,0.00,0.73,0.00
-1.40,1.00,0.00,0.48,0.00,0.73,0.00
-1.30,1.00,0.03,0.49,0.11,0.73,0.02
-1.20,0.97,0.05,0.49,0.06,0.73,0.02
-1.10,0.97,0.10,0.52,0.15,0.73,0.07
-1.00,0.89,0.17,0.52,0.10,0.73,0.06
-0.90,0.86,0.23,0.53,0.12,0.73,0.09
-0.80,0.84,0.25,0.53,0.11,0.73,0.09
-0.70,0.84,0.28,0.55,0.14,0.73,0.11
-0.60,0.84,0.40,0.61,0.26,0.73,0.23
-0.50,0.84,0.47,0.65,0.33,0.73,0.31
-0.40,0.81,0.50,0.65,0.33,0.73,0.31
-0.30,0.70,0.62,0.66,0.33,0.73,0.33
-0.20,0.62,0.70,0.66,0.32,0.73,0.32
-0.10,0.57,0.78,0.68,0.35,0.73,0.35
0.00,0.54,0.80,0.68,0.35,0.73,0.34
0.10,0.54,0.82,0.69,0.38,0.73,0.37
0.20,0.54,0.82,0.69,0.38,0.73,0.37
0.30,0.51,0.85,0.69,0.39,0.73,0.37
0.40,0.46,0.90,0.69,0.40,0.73,0.37
0.50,0.43,0.90,0.68,0.38,0.73,0.34
0.60,0.41,0.90,0.66,0.35,0.73,0.31
0.70,0.38,0.95,0.68,0.40,0.73,0.34
0.80,0.30,0.97,0.65,0.38,0.73,0.28
0.90,0.24,0.97,0.62,0.32,0.73,0.22
1.00,0.16,0.97,0.58,0.24,0.73,0.14
1.10,0.11,0.97,0.56,0.17,0.73,0.09
1.20,0.08,0.97,0.55,0.13,0.73,0.06
1.30,0.08,0.97,0.55,0.13,0.73,0.06
1.40,0.08,1.00,0.56,0.21,0.73,0.08
1.50,0.08,1.00,0.56,0.21,0.73,0.08
1.60,0.08,1.00,0.56,0.21,0.73,0.08
1.70,0.08,1.00,0.56,0.21,0.73,0.08
1.80,0.00,1.00,0.52,0.00,0.73,0.00
1.90,0.00,1.00,0.52,0.00,0.73,0.00
2.00,0.00,1.00,0.52,0.00,0.73,0.00
2.10,0.00,1.00,0.52,0.00,0.73,0.00
2.20,0.00,1.00,0.52,0.00,0.73,0.00
2.30,0.00,1.00,0.52,0.00,0.73,0.00
2.40,0.00,1.00,0.52,0.00,0.73,0.00
2.50,0.00,1.00,0.52,0.00,0.73,0.00
2.60,0.00,1.00,0.52,0.00,0.73,0.00
2.70,0.00,1.00,0.52,0.00,0.73,0.00
2.80,0.00,1.00,0.52,0.00,0.73,0.00
2.90,0.00,1.00,0.52,0.00,0.73,0.00

