extra_trees_bin_c5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.20,0.78,0.38,0.57,0.17,0.60,0.16
0.25,0.59,0.65,0.62,0.24,0.69,0.24
0.30,0.59,0.53,0.56,0.12,0.60,0.12
0.35,0.76,0.55,0.65,0.31,0.68,0.30
0.40,0.65,0.47,0.56,0.13,0.62,0.12
0.45,0.65,0.53,0.58,0.17,0.60,0.17
0.50,0.49,0.60,0.55,0.09,0.59,0.09
0.55,0.65,0.57,0.61,0.22,0.66,0.22
0.60,0.46,0.70,0.58,0.16,0.63,0.16
0.65,0.38,0.80,0.60,0.20,0.58,0.18
0.70,0.51,0.72,0.62,0.24,0.64,0.24
0.75,0.46,0.75,0.61,0.22,0.58,0.21
0.80,0.46,0.75,0.61,0.22,0.64,0.21
0.85,0.35,0.75,0.56,0.11,0.56,0.10
0.90,0.35,0.78,0.57,0.14,0.65,0.13
0.95,0.27,0.85,0.57,0.15,0.60,0.12

rf_bin_c5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.00,1.00,0.00,0.50,0.00,0.73,0.00
0.05,1.00,0.00,0.50,0.00,0.73,0.00
0.10,1.00,0.00,0.50,0.00,0.73,0.00
0.15,1.00,0.00,0.50,0.00,0.73,0.00
0.20,1.00,0.02,0.51,0.09,0.73,0.02
0.25,0.98,0.07,0.52,0.11,0.73,0.05
0.30,0.97,0.15,0.56,0.20,0.73,0.11
0.35,0.94,0.19,0.56,0.19,0.73,0.13
0.40,0.90,0.30,0.60,0.24,0.73,0.19
0.45,0.80,0.45,0.63,0.27,0.73,0.25
0.50,0.68,0.59,0.64,0.28,0.73,0.27
0.55,0.53,0.78,0.66,0.32,0.73,0.31
0.60,0.41,0.90,0.66,0.36,0.73,0.32
0.65,0.27,0.96,0.62,0.33,0.73,0.24
0.70,0.20,0.99,0.60,0.32,0.73,0.20
0.75,0.13,1.00,0.56,0.26,0.73,0.13
0.80,0.04,1.00,0.52,0.14,0.73,0.04
0.85,0.02,1.00,0.51,0.09,0.73,0.02
0.90,0.00,1.00,0.50,0.00,0.73,0.00
0.95,0.00,1.00,0.50,0.00,0.73,0.00

rf_kfold_bin_c5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.00,1.00,0.00,0.48,0.00,0.60,0.00
0.05,1.00,0.00,0.48,0.00,0.56,0.00
0.10,1.00,0.00,0.48,0.00,0.59,0.00
0.15,1.00,0.00,0.48,0.00,0.57,0.00
0.20,1.00,0.00,0.48,0.00,0.62,0.00
0.25,1.00,0.03,0.49,0.11,0.66,0.02
0.30,0.95,0.07,0.49,0.04,0.61,0.02
0.35,0.89,0.15,0.51,0.06,0.60,0.04
0.40,0.78,0.30,0.53,0.10,0.61,0.08
0.45,0.62,0.47,0.55,0.10,0.57,0.10
0.50,0.54,0.55,0.55,0.09,0.57,0.09
0.55,0.41,0.78,0.60,0.19,0.62,0.18
0.60,0.32,0.88,0.61,0.24,0.60,0.20
0.65,0.24,0.88,0.57,0.15,0.60,0.12
0.70,0.08,0.97,0.55,0.13,0.57,0.06
0.75,0.08,1.00,0.56,0.21,0.62,0.08
0.80,0.00,1.00,0.52,0.00,0.63,0.00
0.85,0.00,1.00,0.52,0.00,0.61,0.00
0.90,0.00,1.00,0.52,0.00,0.58,0.00
0.95,0.00,1.00,0.52,0.00,0.62,0.00

ridge_bin_c5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.50,0.00,0.66,0.00
-2.90,1.00,0.00,0.50,0.00,0.66,0.00
-2.80,1.00,0.00,0.50,0.00,0.66,0.00
-2.70,1.00,0.00,0.50,0.00,0.66,0.00
-2.60,1.00,0.00,0.50,0.00,0.66,0.00
-2.50,1.00,0.00,0.50,0.00,0.66,0.00
-2.40,1.00,0.00,0.50,0.00,0.66,0.00
-2.30,1.00,0.00,0.50,0.00,0.66,0.00
-2.20,1.00,0.00,0.50,0.00,0.66,0.00
-2.10,1.00,0.00,0.50,0.00,0.66,0.00
-2.00,1.00,0.00,0.50,0.00,0.66,0.00
-1.90,1.00,0.00,0.50,0.00,0.66,0.00
-1.80,1.00,0.00,0.50,0.00,0.66,0.00
-1.70,1.00,0.00,0.50,0.00,0.66,0.00
-1.60,1.00,0.00,0.50,0.00,0.66,0.00
-1.50,1.00,0.00,0.50,0.00,0.66,0.00
-1.40,1.00,0.00,0.50,0.00,0.66,0.00
-1.30,1.00,0.00,0.50,0.00,0.66,0.00
-1.20,1.00,0.00,0.50,0.00,0.66,0.00
-1.10,1.00,0.00,0.50,0.00,0.66,0.00
-1.00,1.00,0.00,0.50,0.00,0.66,0.00
-0.90,1.00,0.00,0.50,0.00,0.66,0.00
-0.80,1.00,0.00,0.50,0.00,0.66,0.00
-0.70,1.00,0.00,0.50,0.00,0.66,0.00
-0.60,1.00,0.01,0.51,0.07,0.66,0.01
-0.50,0.98,0.06,0.52,0.12,0.66,0.05
-0.40,0.96,0.13,0.54,0.16,0.66,0.09
-0.30,0.90,0.19,0.54,0.12,0.66,0.08
-0.20,0.83,0.27,0.55,0.13,0.66,0.11
-0.10,0.73,0.45,0.59,0.19,0.66,0.18
0.00,0.59,0.66,0.62,0.25,0.66,0.25
0.10,0.45,0.77,0.61,0.24,0.66,0.22
0.20,0.36,0.88,0.62,0.28,0.66,0.24
0.30,0.25,0.92,0.59,0.24,0.66,0.18
0.40,0.18,0.97,0.58,0.25,0.66,0.15
0.50,0.07,0.99,0.53,0.16,0.66,0.06
0.60,0.04,1.00,0.52,0.15,0.66,0.04
0.70,0.00,1.00,0.50,0.00,0.66,0.00
0.80,0.00,1.00,0.50,0.00,0.66,0.00
0.90,0.00,1.00,0.50,0.00,0.66,0.00
1.00,0.00,1.00,0.50,0.00,0.66,0.00
1.10,0.00,1.00,0.50,0.00,0.66,0.00
1.20,0.00,1.00,0.50,0.00,0.66,0.00
1.30,0.00,1.00,0.50,0.00,0.66,0.00
1.40,0.00,1.00,0.50,0.00,0.66,0.00
1.50,0.00,1.00,0.50,0.00,0.66,0.00
1.60,0.00,1.00,0.50,0.00,0.66,0.00
1.70,0.00,1.00,0.50,0.00,0.66,0.00
1.80,0.00,1.00,0.50,0.00,0.66,0.00
1.90,0.00,1.00,0.50,0.00,0.66,0.00
2.00,0.00,1.00,0.50,0.00,0.66,0.00
2.10,0.00,1.00,0.50,0.00,0.66,0.00
2.20,0.00,1.00,0.50,0.00,0.66,0.00
2.30,0.00,1.00,0.50,0.00,0.66,0.00
2.40,0.00,1.00,0.50,0.00,0.66,0.00
2.50,0.00,1.00,0.50,0.00,0.66,0.00
2.60,0.00,1.00,0.50,0.00,0.66,0.00
2.70,0.00,1.00,0.50,0.00,0.66,0.00
2.80,0.00,1.00,0.50,0.00,0.66,0.00
2.90,0.00,1.00,0.50,0.00,0.66,0.00

ridge_kfold_bin_c5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.48,0.00,0.61,0.00
-2.90,1.00,0.00,0.48,0.00,0.61,0.00
-2.80,1.00,0.00,0.48,0.00,0.61,0.00
-2.70,1.00,0.00,0.48,0.00,0.61,0.00
-2.60,1.00,0.00,0.48,0.00,0.61,0.00
-2.50,1.00,0.00,0.48,0.00,0.61,0.00
-2.40,1.00,0.00,0.48,0.00,0.61,0.00
-2.30,1.00,0.00,0.48,0.00,0.61,0.00
-2.20,1.00,0.00,0.48,0.00,0.61,0.00
-2.10,1.00,0.00,0.48,0.00,0.61,0.00
-2.00,1.00,0.00,0.48,0.00,0.61,0.00
-1.90,1.00,0.00,0.48,0.00,0.61,0.00
-1.80,1.00,0.00,0.48,0.00,0.61,0.00
-1.70,1.00,0.00,0.48,0.00,0.61,0.00
-1.60,1.00,0.00,0.48,0.00,0.61,0.00
-1.50,1.00,0.00,0.48,0.00,0.61,0.00
-1.40,1.00,0.00,0.48,0.00,0.61,0.00
-1.30,1.00,0.00,0.48,0.00,0.61,0.00
-1.20,1.00,0.00,0.48,0.00,0.61,0.00
-1.10,1.00,0.00,0.48,0.00,0.61,0.00
-1.00,1.00,0.00,0.48,0.00,0.61,0.00
-0.90,1.00,0.00,0.48,0.00,0.61,0.00
-0.80,1.00,0.00,0.48,0.00,0.61,0.00
-0.70,1.00,0.00,0.48,0.00,0.61,0.00
-0.60,1.00,0.00,0.48,0.00,0.61,0.00
-0.50,1.00,0.00,0.48,0.00,0.61,0.00
-0.40,1.00,0.07,0.52,0.19,0.61,0.07
-0.30,1.00,0.07,0.52,0.19,0.61,0.07
-0.20,0.81,0.33,0.56,0.15,0.61,0.13
-0.10,0.65,0.47,0.56,0.13,0.61,0.12
0.00,0.51,0.60,0.56,0.11,0.61,0.11
0.10,0.35,0.82,0.60,0.20,0.61,0.18
0.20,0.27,0.90,0.60,0.22,0.61,0.17
0.30,0.16,1.00,0.60,0.30,0.61,0.17
0.40,0.05,1.00,0.55,0.17,0.61,0.06
0.50,0.00,1.00,0.52,0.00,0.61,0.00
0.60,0.00,1.00,0.52,0.00,0.61,0.00
0.70,0.00,1.00,0.52,0.00,0.61,0.00
0.80,0.00,1.00,0.52,0.00,0.61,0.00
0.90,0.00,1.00,0.52,0.00,0.61,0.00
1.00,0.00,1.00,0.52,0.00,0.61,0.00
1.10,0.00,1.00,0.52,0.00,0.61,0.00
1.20,0.00,1.00,0.52,0.00,0.61,0.00
1.30,0.00,1.00,0.52,0.00,0.61,0.00
1.40,0.00,1.00,0.52,0.00,0.61,0.00
1.50,0.00,1.00,0.52,0.00,0.61,0.00
1.60,0.00,1.00,0.52,0.00,0.61,0.00
1.70,0.00,1.00,0.52,0.00,0.61,0.00
1.80,0.00,1.00,0.52,0.00,0.61,0.00
1.90,0.00,1.00,0.52,0.00,0.61,0.00
2.00,0.00,1.00,0.52,0.00,0.61,0.00
2.10,0.00,1.00,0.52,0.00,0.61,0.00
2.20,0.00,1.00,0.52,0.00,0.61,0.00
2.30,0.00,1.00,0.52,0.00,0.61,0.00
2.40,0.00,1.00,0.52,0.00,0.61,0.00
2.50,0.00,1.00,0.52,0.00,0.61,0.00
2.60,0.00,1.00,0.52,0.00,0.61,0.00
2.70,0.00,1.00,0.52,0.00,0.61,0.00
2.80,0.00,1.00,0.52,0.00,0.61,0.00
2.90,0.00,1.00,0.52,0.00,0.61,0.00

svm_bin_c5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.50,0.00,0.69,0.00
-2.90,1.00,0.00,0.50,0.00,0.69,0.00
-2.80,1.00,0.00,0.50,0.00,0.69,0.00
-2.70,1.00,0.00,0.50,0.00,0.69,0.00
-2.60,1.00,0.00,0.50,0.00,0.69,0.00
-2.50,1.00,0.00,0.50,0.00,0.69,0.00
-2.40,1.00,0.00,0.50,0.00,0.69,0.00
-2.30,1.00,0.00,0.50,0.00,0.69,0.00
-2.20,1.00,0.00,0.50,0.00,0.69,0.00
-2.10,1.00,0.00,0.50,0.00,0.69,0.00
-2.00,1.00,0.00,0.50,0.00,0.69,0.00
-1.90,1.00,0.00,0.50,0.00,0.69,0.00
-1.80,1.00,0.00,0.50,0.00,0.69,0.00
-1.70,1.00,0.00,0.50,0.00,0.69,0.00
-1.60,1.00,0.01,0.51,0.07,0.69,0.01
-1.50,0.99,0.02,0.51,0.05,0.69,0.01
-1.40,0.99,0.04,0.52,0.12,0.69,0.04
-1.30,0.99,0.07,0.53,0.17,0.69,0.07
-1.20,0.99,0.09,0.54,0.19,0.69,0.08
-1.10,0.98,0.15,0.56,0.23,0.69,0.12
-1.00,0.93,0.22,0.58,0.21,0.69,0.15
-0.90,0.87,0.27,0.57,0.17,0.69,0.14
-0.80,0.84,0.30,0.57,0.17,0.69,0.15
-0.70,0.80,0.34,0.57,0.16,0.69,0.15
-0.60,0.78,0.39,0.58,0.18,0.69,0.17
-0.50,0.77,0.42,0.60,0.20,0.69,0.19
-0.40,0.76,0.46,0.61,0.23,0.69,0.22
-0.30,0.74,0.49,0.62,0.24,0.69,0.23
-0.20,0.70,0.53,0.62,0.24,0.69,0.24
-0.10,0.67,0.58,0.62,0.24,0.69,0.24
0.00,0.63,0.62,0.62,0.24,0.69,0.24
0.10,0.60,0.66,0.63,0.26,0.69,0.26
0.20,0.58,0.70,0.64,0.29,0.69,0.28
0.30,0.52,0.74,0.63,0.27,0.69,0.26
0.40,0.50,0.78,0.64,0.29,0.69,0.28
0.50,0.47,0.79,0.63,0.28,0.69,0.26
0.60,0.45,0.83,0.64,0.30,0.69,0.27
0.70,0.41,0.85,0.63,0.30,0.69,0.26
0.80,0.37,0.90,0.63,0.32,0.69,0.27
0.90,0.33,0.91,0.62,0.30,0.69,0.24
1.00,0.23,0.96,0.60,0.28,0.69,0.19
1.10,0.08,0.99,0.54,0.17,0.69,0.07
1.20,0.05,0.99,0.52,0.13,0.69,0.04
1.30,0.02,1.00,0.51,0.09,0.69,0.02
1.40,0.00,1.00,0.50,0.00,0.69,0.00
1.50,0.00,1.00,0.50,0.00,0.69,0.00
1.60,0.00,1.00,0.50,0.00,0.69,0.00
1.70,0.00,1.00,0.50,0.00,0.69,0.00
1.80,0.00,1.00,0.50,0.00,0.69,0.00
1.90,0.00,1.00,0.50,0.00,0.69,0.00
2.00,0.00,1.00,0.50,0.00,0.69,0.00
2.10,0.00,1.00,0.50,0.00,0.69,0.00
2.20,0.00,1.00,0.50,0.00,0.69,0.00
2.30,0.00,1.00,0.50,0.00,0.69,0.00
2.40,0.00,1.00,0.50,0.00,0.69,0.00
2.50,0.00,1.00,0.50,0.00,0.69,0.00
2.60,0.00,1.00,0.50,0.00,0.69,0.00
2.70,0.00,1.00,0.50,0.00,0.69,0.00
2.80,0.00,1.00,0.50,0.00,0.69,0.00
2.90,0.00,1.00,0.50,0.00,0.69,0.00

svm_kfold_bin_c5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.48,0.00,0.66,0.00
-2.90,1.00,0.00,0.48,0.00,0.66,0.00
-2.80,1.00,0.00,0.48,0.00,0.66,0.00
-2.70,1.00,0.00,0.48,0.00,0.66,0.00
-2.60,1.00,0.00,0.48,0.00,0.66,0.00
-2.50,1.00,0.00,0.48,0.00,0.66,0.00
-2.40,1.00,0.00,0.48,0.00,0.66,0.00
-2.30,1.00,0.00,0.48,0.00,0.66,0.00
-2.20,1.00,0.00,0.48,0.00,0.66,0.00
-2.10,1.00,0.00,0.48,0.00,0.66,0.00
-2.00,1.00,0.00,0.48,0.00,0.66,0.00
-1.90,1.00,0.00,0.48,0.00,0.66,0.00
-1.80,1.00,0.00,0.48,0.00,0.66,0.00
-1.70,1.00,0.03,0.49,0.11,0.66,0.02
-1.60,1.00,0.05,0.51,0.16,0.66,0.05
-1.50,1.00,0.07,0.52,0.19,0.66,0.07
-1.40,1.00,0.07,0.52,0.19,0.66,0.07
-1.30,1.00,0.07,0.52,0.19,0.66,0.07
-1.20,0.95,0.12,0.52,0.12,0.66,0.07
-1.10,0.95,0.12,0.52,0.12,0.66,0.07
-1.00,0.95,0.23,0.57,0.24,0.66,0.17
-0.90,0.92,0.33,0.61,0.30,0.66,0.24
-0.80,0.92,0.35,0.62,0.32,0.66,0.26
-0.70,0.86,0.40,0.62,0.30,0.66,0.26
-0.60,0.84,0.40,0.61,0.26,0.66,0.23
-0.50,0.78,0.47,0.62,0.27,0.66,0.26
-0.40,0.68,0.50,0.58,0.18,0.66,0.17
-0.30,0.65,0.55,0.60,0.20,0.66,0.20
-0.20,0.62,0.62,0.62,0.25,0.66,0.25
-0.10,0.57,0.65,0.61,0.22,0.66,0.22
0.00,0.51,0.68,0.60,0.19,0.66,0.19
0.10,0.41,0.70,0.56,0.11,0.66,0.11
0.20,0.38,0.75,0.57,0.14,0.66,0.13
0.30,0.35,0.80,0.58,0.17,0.66,0.15
0.40,0.32,0.82,0.58,0.17,0.66,0.15
0.50,0.27,0.90,0.60,0.22,0.66,0.17
0.60,0.27,0.93,0.61,0.26,0.66,0.20
0.70,0.27,0.93,0.61,0.26,0.66,0.20
0.80,0.22,0.93,0.58,0.20,0.66,0.15
0.90,0.19,0.93,0.57,0.17,0.66,0.12
1.00,0.16,0.95,0.57,0.18,0.66,0.12
1.10,0.08,0.97,0.55,0.13,0.66,0.06
1.20,0.03,0.97,0.52,0.01,0.66,0.00
1.30,0.03,0.97,0.52,0.01,0.66,0.00
1.40,0.00,0.97,0.51,-0.11,0.66,-0.03
1.50,0.00,1.00,0.52,0.00,0.66,0.00
1.60,0.00,1.00,0.52,0.00,0.66,0.00
1.70,0.00,1.00,0.52,0.00,0.66,0.00
1.80,0.00,1.00,0.52,0.00,0.66,0.00
1.90,0.00,1.00,0.52,0.00,0.66,0.00
2.00,0.00,1.00,0.52,0.00,0.66,0.00
2.10,0.00,1.00,0.52,0.00,0.66,0.00
2.20,0.00,1.00,0.52,0.00,0.66,0.00
2.30,0.00,1.00,0.52,0.00,0.66,0.00
2.40,0.00,1.00,0.52,0.00,0.66,0.00
2.50,0.00,1.00,0.52,0.00,0.66,0.00
2.60,0.00,1.00,0.52,0.00,0.66,0.00
2.70,0.00,1.00,0.52,0.00,0.66,0.00
2.80,0.00,1.00,0.52,0.00,0.66,0.00
2.90,0.00,1.00,0.52,0.00,0.66,0.00

