extra_trees_bin_n5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.75,0.65,0.88,0.77,0.54,0.87,0.53
0.80,0.65,0.95,0.81,0.63,0.89,0.61
0.85,0.62,0.95,0.79,0.61,0.87,0.58
0.90,0.54,0.93,0.74,0.51,0.89,0.47
0.95,0.43,1.00,0.73,0.53,0.87,0.44

knn_bin_n5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.00,1.00,0.00,0.50,0.00,0.70,0.00
0.05,0.90,0.50,0.70,0.43,0.70,0.40
0.10,0.90,0.50,0.70,0.43,0.70,0.40
0.15,0.90,0.50,0.70,0.43,0.70,0.40
0.20,0.90,0.50,0.70,0.43,0.70,0.40
0.25,0.90,0.50,0.70,0.43,0.70,0.40
0.30,0.90,0.50,0.70,0.43,0.70,0.40
0.35,0.90,0.50,0.70,0.43,0.70,0.40
0.40,0.90,0.50,0.70,0.43,0.70,0.40
0.45,0.90,0.50,0.70,0.43,0.70,0.40
0.50,0.90,0.50,0.70,0.43,0.70,0.40
0.55,0.90,0.50,0.70,0.43,0.70,0.40
0.60,0.90,0.50,0.70,0.43,0.70,0.40
0.65,0.90,0.50,0.70,0.43,0.70,0.40
0.70,0.90,0.50,0.70,0.43,0.70,0.40
0.75,0.90,0.50,0.70,0.43,0.70,0.40
0.80,0.90,0.50,0.70,0.43,0.70,0.40
0.85,0.90,0.50,0.70,0.43,0.70,0.40
0.90,0.90,0.50,0.70,0.43,0.70,0.40
0.95,0.90,0.50,0.70,0.43,0.70,0.40

knn_kfold_bin_n5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.00,1.00,0.00,0.48,0.00,0.69,0.00
0.05,0.86,0.53,0.69,0.41,0.69,0.38
0.10,0.86,0.53,0.69,0.41,0.69,0.38
0.15,0.86,0.53,0.69,0.41,0.69,0.38
0.20,0.86,0.53,0.69,0.41,0.69,0.38
0.25,0.86,0.53,0.69,0.41,0.69,0.38
0.30,0.86,0.53,0.69,0.41,0.69,0.38
0.35,0.86,0.53,0.69,0.41,0.69,0.38
0.40,0.86,0.53,0.69,0.41,0.69,0.38
0.45,0.86,0.53,0.69,0.41,0.69,0.38
0.50,0.86,0.53,0.69,0.41,0.69,0.38
0.55,0.86,0.53,0.69,0.41,0.69,0.38
0.60,0.86,0.53,0.69,0.41,0.69,0.38
0.65,0.86,0.53,0.69,0.41,0.69,0.38
0.70,0.86,0.53,0.69,0.41,0.69,0.38
0.75,0.86,0.53,0.69,0.41,0.69,0.38
0.80,0.86,0.53,0.69,0.41,0.69,0.38
0.85,0.86,0.53,0.69,0.41,0.69,0.38
0.90,0.86,0.53,0.69,0.41,0.69,0.38
0.95,0.86,0.53,0.69,0.41,0.69,0.38

mlp_bin_n5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.00,1.00,0.00,0.50,0.00,0.90,0.00
0.05,0.95,0.40,0.68,0.43,0.90,0.35
0.10,0.94,0.55,0.75,0.54,0.90,0.49
0.15,0.93,0.63,0.78,0.59,0.90,0.56
0.20,0.90,0.67,0.79,0.59,0.90,0.57
0.25,0.89,0.72,0.80,0.62,0.90,0.61
0.30,0.88,0.76,0.82,0.64,0.90,0.63
0.35,0.85,0.77,0.81,0.63,0.90,0.63
0.40,0.84,0.80,0.82,0.64,0.90,0.64
0.45,0.83,0.82,0.83,0.65,0.90,0.65
0.50,0.81,0.84,0.82,0.65,0.90,0.65
0.55,0.80,0.86,0.83,0.66,0.90,0.66
0.60,0.78,0.88,0.83,0.66,0.90,0.66
0.65,0.75,0.89,0.82,0.64,0.90,0.64
0.70,0.73,0.90,0.81,0.64,0.90,0.63
0.75,0.72,0.90,0.81,0.63,0.90,0.62
0.80,0.70,0.91,0.81,0.63,0.90,0.61
0.85,0.66,0.93,0.79,0.61,0.90,0.59
0.90,0.63,0.95,0.79,0.62,0.90,0.59
0.95,0.52,0.97,0.75,0.56,0.90,0.50

mlp_kfold_bin_n5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.00,1.00,0.00,0.48,0.00,0.85,0.00
0.05,0.89,0.57,0.73,0.49,0.85,0.46
0.10,0.86,0.60,0.73,0.48,0.86,0.46
0.15,0.84,0.60,0.71,0.45,0.83,0.43
0.20,0.81,0.68,0.74,0.49,0.84,0.48
0.25,0.84,0.70,0.77,0.54,0.84,0.53
0.30,0.78,0.72,0.75,0.51,0.84,0.51
0.35,0.81,0.75,0.78,0.56,0.85,0.56
0.40,0.78,0.78,0.78,0.56,0.84,0.56
0.45,0.81,0.80,0.81,0.61,0.84,0.61
0.50,0.76,0.78,0.77,0.53,0.84,0.53
0.55,0.81,0.78,0.79,0.59,0.84,0.58
0.60,0.76,0.82,0.79,0.58,0.84,0.58
0.65,0.73,0.85,0.79,0.59,0.83,0.58
0.70,0.76,0.85,0.81,0.61,0.84,0.61
0.75,0.68,0.82,0.75,0.51,0.84,0.50
0.80,0.70,0.85,0.78,0.56,0.84,0.56
0.85,0.68,0.88,0.78,0.56,0.83,0.55
0.90,0.68,0.88,0.78,0.56,0.84,0.55
0.95,0.62,0.90,0.77,0.55,0.84,0.53

rf_bin_n5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.00,1.00,0.00,0.50,0.00,0.91,0.00
0.05,1.00,0.00,0.50,0.00,0.91,0.00
0.10,1.00,0.01,0.50,0.05,0.91,0.01
0.15,1.00,0.05,0.52,0.16,0.91,0.05
0.20,0.99,0.11,0.55,0.22,0.91,0.10
0.25,0.98,0.24,0.61,0.32,0.91,0.22
0.30,0.96,0.40,0.68,0.44,0.91,0.36
0.35,0.94,0.58,0.76,0.55,0.91,0.51
0.40,0.88,0.73,0.80,0.61,0.91,0.60
0.45,0.84,0.85,0.84,0.69,0.91,0.69
0.50,0.79,0.90,0.84,0.69,0.91,0.69
0.55,0.73,0.94,0.84,0.69,0.91,0.67
0.60,0.65,0.97,0.81,0.66,0.91,0.62
0.65,0.63,0.98,0.81,0.66,0.91,0.61
0.70,0.56,1.00,0.78,0.62,0.91,0.56
0.75,0.50,1.00,0.75,0.58,0.91,0.50
0.80,0.46,1.00,0.73,0.54,0.91,0.46
0.85,0.34,1.00,0.67,0.45,0.91,0.34
0.90,0.23,1.00,0.61,0.36,0.91,0.23
0.95,0.01,1.00,0.51,0.07,0.91,0.01

rf_kfold_bin_n5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.00,1.00,0.00,0.48,0.00,0.84,0.00
0.05,1.00,0.00,0.48,0.00,0.85,0.00
0.10,1.00,0.03,0.49,0.11,0.86,0.02
0.15,1.00,0.00,0.48,0.00,0.85,0.00
0.20,1.00,0.17,0.57,0.30,0.85,0.17
0.25,1.00,0.35,0.66,0.45,0.87,0.34
0.30,0.92,0.40,0.65,0.37,0.88,0.31
0.35,0.86,0.57,0.71,0.46,0.85,0.43
0.40,0.76,0.65,0.70,0.41,0.86,0.40
0.45,0.73,0.78,0.75,0.51,0.85,0.51
0.50,0.76,0.78,0.77,0.53,0.87,0.53
0.55,0.70,0.82,0.77,0.53,0.87,0.53
0.60,0.57,0.90,0.74,0.50,0.87,0.47
0.65,0.54,0.95,0.75,0.54,0.87,0.50
0.70,0.57,0.97,0.78,0.60,0.89,0.55
0.75,0.46,1.00,0.74,0.55,0.83,0.47
0.80,0.43,1.00,0.73,0.53,0.86,0.44
0.85,0.27,1.00,0.65,0.40,0.86,0.28
0.90,0.27,1.00,0.65,0.40,0.83,0.28
0.95,0.14,1.00,0.58,0.27,0.86,0.14

ridge_bin_n5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.50,0.00,0.91,0.00
-2.90,1.00,0.00,0.50,0.00,0.91,0.00
-2.80,1.00,0.00,0.50,0.00,0.91,0.00
-2.70,1.00,0.00,0.50,0.00,0.91,0.00
-2.60,1.00,0.00,0.50,0.00,0.91,0.00
-2.50,1.00,0.00,0.50,0.00,0.91,0.00
-2.40,1.00,0.00,0.50,0.00,0.91,0.00
-2.30,1.00,0.00,0.50,0.00,0.91,0.00
-2.20,1.00,0.00,0.50,0.00,0.91,0.00
-2.10,1.00,0.00,0.50,0.00,0.91,0.00
-2.00,1.00,0.00,0.50,0.00,0.91,0.00
-1.90,1.00,0.00,0.50,0.00,0.91,0.00
-1.80,1.00,0.00,0.50,0.00,0.91,0.00
-1.70,1.00,0.00,0.50,0.00,0.91,0.00
-1.60,1.00,0.00,0.50,0.00,0.91,0.00
-1.50,1.00,0.00,0.50,0.00,0.91,0.00
-1.40,1.00,0.00,0.50,0.00,0.91,0.00
-1.30,1.00,0.02,0.51,0.10,0.91,0.02
-1.20,1.00,0.04,0.52,0.14,0.91,0.04
-1.10,0.99,0.05,0.52,0.14,0.91,0.05
-1.00,0.99,0.10,0.55,0.21,0.91,0.09
-0.90,0.99,0.19,0.59,0.29,0.91,0.17
-0.80,0.98,0.25,0.61,0.34,0.91,0.23
-0.70,0.96,0.34,0.65,0.38,0.91,0.30
-0.60,0.95,0.47,0.71,0.48,0.91,0.42
-0.50,0.94,0.55,0.74,0.53,0.91,0.49
-0.40,0.93,0.61,0.77,0.57,0.91,0.54
-0.30,0.91,0.71,0.81,0.63,0.91,0.62
-0.20,0.88,0.77,0.83,0.66,0.91,0.65
-0.10,0.84,0.81,0.83,0.66,0.91,0.66
0.00,0.82,0.84,0.83,0.66,0.91,0.66
0.10,0.76,0.88,0.82,0.65,0.91,0.64
0.20,0.70,0.92,0.81,0.64,0.91,0.63
0.30,0.68,0.94,0.81,0.64,0.91,0.62
0.40,0.65,0.95,0.80,0.63,0.91,0.60
0.50,0.58,0.96,0.77,0.59,0.91,0.54
0.60,0.49,0.98,0.74,0.55,0.91,0.48
0.70,0.44,0.98,0.71,0.50,0.91,0.42
0.80,0.31,1.00,0.65,0.43,0.91,0.31
0.90,0.16,1.00,0.58,0.30,0.91,0.16
1.00,0.09,1.00,0.55,0.21,0.91,0.09
1.10,0.07,1.00,0.53,0.19,0.91,0.07
1.20,0.03,1.00,0.52,0.13,0.91,0.03
1.30,0.02,1.00,0.51,0.09,0.91,0.02
1.40,0.00,1.00,0.50,0.00,0.91,0.00
1.50,0.00,1.00,0.50,0.00,0.91,0.00
1.60,0.00,1.00,0.50,0.00,0.91,0.00
1.70,0.00,1.00,0.50,0.00,0.91,0.00
1.80,0.00,1.00,0.50,0.00,0.91,0.00
1.90,0.00,1.00,0.50,0.00,0.91,0.00
2.00,0.00,1.00,0.50,0.00,0.91,0.00
2.10,0.00,1.00,0.50,0.00,0.91,0.00
2.20,0.00,1.00,0.50,0.00,0.91,0.00
2.30,0.00,1.00,0.50,0.00,0.91,0.00
2.40,0.00,1.00,0.50,0.00,0.91,0.00
2.50,0.00,1.00,0.50,0.00,0.91,0.00
2.60,0.00,1.00,0.50,0.00,0.91,0.00
2.70,0.00,1.00,0.50,0.00,0.91,0.00
2.80,0.00,1.00,0.50,0.00,0.91,0.00
2.90,0.00,1.00,0.50,0.00,0.91,0.00

ridge_kfold_bin_n5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.48,0.00,0.87,0.00
-2.90,1.00,0.00,0.48,0.00,0.87,0.00
-2.80,1.00,0.00,0.48,0.00,0.87,0.00
-2.70,1.00,0.00,0.48,0.00,0.87,0.00
-2.60,1.00,0.00,0.48,0.00,0.87,0.00
-2.50,1.00,0.00,0.48,0.00,0.87,0.00
-2.40,1.00,0.00,0.48,0.00,0.87,0.00
-2.30,1.00,0.00,0.48,0.00,0.87,0.00
-2.20,1.00,0.00,0.48,0.00,0.87,0.00
-2.10,1.00,0.00,0.48,0.00,0.87,0.00
-2.00,1.00,0.00,0.48,0.00,0.87,0.00
-1.90,1.00,0.00,0.48,0.00,0.87,0.00
-1.80,1.00,0.00,0.48,0.00,0.87,0.00
-1.70,1.00,0.00,0.48,0.00,0.87,0.00
-1.60,1.00,0.00,0.48,0.00,0.87,0.00
-1.50,1.00,0.00,0.48,0.00,0.87,0.00
-1.40,1.00,0.00,0.48,0.00,0.87,0.00
-1.30,1.00,0.00,0.48,0.00,0.87,0.00
-1.20,1.00,0.00,0.48,0.00,0.87,0.00
-1.10,1.00,0.00,0.48,0.00,0.87,0.00
-1.00,1.00,0.00,0.48,0.00,0.87,0.00
-0.90,1.00,0.00,0.48,0.00,0.87,0.00
-0.80,1.00,0.07,0.52,0.19,0.87,0.07
-0.70,1.00,0.23,0.60,0.35,0.87,0.22
-0.60,1.00,0.35,0.66,0.45,0.87,0.34
-0.50,0.97,0.45,0.70,0.49,0.87,0.41
-0.40,0.95,0.50,0.71,0.49,0.87,0.44
-0.30,0.86,0.60,0.73,0.48,0.87,0.46
-0.20,0.78,0.70,0.74,0.48,0.87,0.48
-0.10,0.73,0.78,0.75,0.51,0.87,0.51
0.00,0.73,0.85,0.79,0.59,0.87,0.58
0.10,0.65,0.88,0.77,0.54,0.87,0.53
0.20,0.65,0.90,0.78,0.57,0.87,0.55
0.30,0.59,0.95,0.78,0.59,0.87,0.55
0.40,0.51,0.97,0.75,0.56,0.87,0.50
0.50,0.35,0.97,0.68,0.42,0.87,0.33
0.60,0.32,1.00,0.68,0.45,0.87,0.33
0.70,0.16,1.00,0.60,0.30,0.87,0.17
0.80,0.14,1.00,0.58,0.27,0.87,0.14
0.90,0.11,1.00,0.57,0.24,0.87,0.11
1.00,0.03,1.00,0.53,0.12,0.87,0.03
1.10,0.00,1.00,0.52,0.00,0.87,0.00
1.20,0.00,1.00,0.52,0.00,0.87,0.00
1.30,0.00,1.00,0.52,0.00,0.87,0.00
1.40,0.00,1.00,0.52,0.00,0.87,0.00
1.50,0.00,1.00,0.52,0.00,0.87,0.00
1.60,0.00,1.00,0.52,0.00,0.87,0.00
1.70,0.00,1.00,0.52,0.00,0.87,0.00
1.80,0.00,1.00,0.52,0.00,0.87,0.00
1.90,0.00,1.00,0.52,0.00,0.87,0.00
2.00,0.00,1.00,0.52,0.00,0.87,0.00
2.10,0.00,1.00,0.52,0.00,0.87,0.00
2.20,0.00,1.00,0.52,0.00,0.87,0.00
2.30,0.00,1.00,0.52,0.00,0.87,0.00
2.40,0.00,1.00,0.52,0.00,0.87,0.00
2.50,0.00,1.00,0.52,0.00,0.87,0.00
2.60,0.00,1.00,0.52,0.00,0.87,0.00
2.70,0.00,1.00,0.52,0.00,0.87,0.00
2.80,0.00,1.00,0.52,0.00,0.87,0.00
2.90,0.00,1.00,0.52,0.00,0.87,0.00

svm_bin_n5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.50,0.00,0.93,0.00
-2.90,1.00,0.00,0.50,0.00,0.93,0.00
-2.80,1.00,0.00,0.50,0.00,0.93,0.00
-2.70,1.00,0.00,0.50,0.00,0.93,0.00
-2.60,1.00,0.00,0.50,0.00,0.93,0.00
-2.50,1.00,0.00,0.50,0.00,0.93,0.00
-2.40,1.00,0.00,0.50,0.00,0.93,0.00
-2.30,1.00,0.00,0.50,0.00,0.93,0.00
-2.20,1.00,0.00,0.50,0.00,0.93,0.00
-2.10,1.00,0.00,0.50,0.00,0.93,0.00
-2.00,1.00,0.00,0.50,0.00,0.93,0.00
-1.90,1.00,0.00,0.50,0.00,0.93,0.00
-1.80,1.00,0.00,0.50,0.00,0.93,0.00
-1.70,1.00,0.00,0.50,0.00,0.93,0.00
-1.60,1.00,0.00,0.50,0.00,0.93,0.00
-1.50,1.00,0.00,0.50,0.00,0.93,0.00
-1.40,1.00,0.00,0.50,0.00,0.93,0.00
-1.30,1.00,0.00,0.50,0.00,0.93,0.00
-1.20,1.00,0.00,0.50,0.00,0.93,0.00
-1.10,1.00,0.01,0.50,0.05,0.93,0.01
-1.00,1.00,0.03,0.51,0.11,0.93,0.03
-0.90,0.99,0.04,0.52,0.12,0.93,0.04
-0.80,0.99,0.13,0.56,0.23,0.93,0.12
-0.70,0.98,0.23,0.60,0.32,0.93,0.21
-0.60,0.96,0.41,0.68,0.45,0.93,0.37
-0.50,0.95,0.58,0.76,0.57,0.93,0.53
-0.40,0.91,0.71,0.81,0.63,0.93,0.62
-0.30,0.90,0.78,0.84,0.68,0.93,0.68
-0.20,0.87,0.87,0.87,0.74,0.93,0.74
-0.10,0.84,0.91,0.88,0.76,0.93,0.76
0.00,0.81,0.92,0.87,0.74,0.93,0.73
0.10,0.76,0.95,0.86,0.73,0.93,0.72
0.20,0.74,0.98,0.86,0.74,0.93,0.72
0.30,0.72,0.98,0.85,0.73,0.93,0.70
0.40,0.69,0.99,0.84,0.72,0.93,0.68
0.50,0.66,0.99,0.83,0.70,0.93,0.66
0.60,0.64,0.99,0.82,0.68,0.93,0.64
0.70,0.62,1.00,0.81,0.67,0.93,0.62
0.80,0.60,1.00,0.80,0.66,0.93,0.60
0.90,0.60,1.00,0.80,0.66,0.93,0.60
1.00,0.34,1.00,0.67,0.45,0.93,0.34
1.10,0.08,1.00,0.54,0.21,0.93,0.08
1.20,0.05,1.00,0.53,0.16,0.93,0.05
1.30,0.00,1.00,0.50,0.00,0.93,0.00
1.40,0.00,1.00,0.50,0.00,0.93,0.00
1.50,0.00,1.00,0.50,0.00,0.93,0.00
1.60,0.00,1.00,0.50,0.00,0.93,0.00
1.70,0.00,1.00,0.50,0.00,0.93,0.00
1.80,0.00,1.00,0.50,0.00,0.93,0.00
1.90,0.00,1.00,0.50,0.00,0.93,0.00
2.00,0.00,1.00,0.50,0.00,0.93,0.00
2.10,0.00,1.00,0.50,0.00,0.93,0.00
2.20,0.00,1.00,0.50,0.00,0.93,0.00
2.30,0.00,1.00,0.50,0.00,0.93,0.00
2.40,0.00,1.00,0.50,0.00,0.93,0.00
2.50,0.00,1.00,0.50,0.00,0.93,0.00
2.60,0.00,1.00,0.50,0.00,0.93,0.00
2.70,0.00,1.00,0.50,0.00,0.93,0.00
2.80,0.00,1.00,0.50,0.00,0.93,0.00
2.90,0.00,1.00,0.50,0.00,0.93,0.00

svm_kfold_bin_n5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.48,0.00,0.88,0.00
-2.90,1.00,0.00,0.48,0.00,0.88,0.00
-2.80,1.00,0.00,0.48,0.00,0.88,0.00
-2.70,1.00,0.00,0.48,0.00,0.88,0.00
-2.60,1.00,0.00,0.48,0.00,0.88,0.00
-2.50,1.00,0.00,0.48,0.00,0.88,0.00
-2.40,1.00,0.00,0.48,0.00,0.88,0.00
-2.30,1.00,0.00,0.48,0.00,0.88,0.00
-2.20,1.00,0.00,0.48,0.00,0.88,0.00
-2.10,1.00,0.00,0.48,0.00,0.88,0.00
-2.00,1.00,0.00,0.48,0.00,0.88,0.00
-1.90,1.00,0.00,0.48,0.00,0.88,0.00
-1.80,1.00,0.00,0.48,0.00,0.88,0.00
-1.70,1.00,0.00,0.48,0.00,0.88,0.00
-1.60,1.00,0.00,0.48,0.00,0.88,0.00
-1.50,1.00,0.00,0.48,0.00,0.88,0.00
-1.40,1.00,0.00,0.48,0.00,0.88,0.00
-1.30,1.00,0.00,0.48,0.00,0.88,0.00
-1.20,1.00,0.00,0.48,0.00,0.88,0.00
-1.10,1.00,0.00,0.48,0.00,0.88,0.00
-1.00,1.00,0.00,0.48,0.00,0.88,0.00
-0.90,1.00,0.00,0.48,0.00,0.88,0.00
-0.80,1.00,0.00,0.48,0.00,0.88,0.00
-0.70,1.00,0.03,0.49,0.11,0.88,0.02
-0.60,1.00,0.05,0.51,0.16,0.88,0.05
-0.50,1.00,0.17,0.57,0.30,0.88,0.17
-0.40,1.00,0.38,0.68,0.47,0.88,0.37
-0.30,0.86,0.55,0.70,0.43,0.88,0.41
-0.20,0.78,0.80,0.79,0.58,0.88,0.58
-0.10,0.68,0.90,0.79,0.59,0.88,0.58
0.00,0.65,0.93,0.79,0.60,0.88,0.58
0.10,0.59,0.97,0.79,0.62,0.88,0.58
0.20,0.57,0.97,0.78,0.60,0.88,0.55
0.30,0.51,1.00,0.77,0.60,0.88,0.52
0.40,0.49,1.00,0.75,0.57,0.88,0.50
0.50,0.43,1.00,0.73,0.53,0.88,0.44
0.60,0.38,1.00,0.70,0.49,0.88,0.39
0.70,0.35,1.00,0.69,0.47,0.88,0.36
0.80,0.35,1.00,0.69,0.47,0.88,0.36
0.90,0.32,1.00,0.68,0.45,0.88,0.33
1.00,0.30,1.00,0.66,0.42,0.88,0.31
1.10,0.00,1.00,0.52,0.00,0.88,0.00
1.20,0.00,1.00,0.52,0.00,0.88,0.00
1.30,0.00,1.00,0.52,0.00,0.88,0.00
1.40,0.00,1.00,0.52,0.00,0.88,0.00
1.50,0.00,1.00,0.52,0.00,0.88,0.00
1.60,0.00,1.00,0.52,0.00,0.88,0.00
1.70,0.00,1.00,0.52,0.00,0.88,0.00
1.80,0.00,1.00,0.52,0.00,0.88,0.00
1.90,0.00,1.00,0.52,0.00,0.88,0.00
2.00,0.00,1.00,0.52,0.00,0.88,0.00
2.10,0.00,1.00,0.52,0.00,0.88,0.00
2.20,0.00,1.00,0.52,0.00,0.88,0.00
2.30,0.00,1.00,0.52,0.00,0.88,0.00
2.40,0.00,1.00,0.52,0.00,0.88,0.00
2.50,0.00,1.00,0.52,0.00,0.88,0.00
2.60,0.00,1.00,0.52,0.00,0.88,0.00
2.70,0.00,1.00,0.52,0.00,0.88,0.00
2.80,0.00,1.00,0.52,0.00,0.88,0.00
2.90,0.00,1.00,0.52,0.00,0.88,0.00

