extra_trees_bin_n10.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.25,0.96,0.20,0.58,0.24,0.67,0.16
0.30,0.96,0.20,0.58,0.24,0.67,0.16
0.35,0.79,0.43,0.61,0.24,0.67,0.22
0.40,0.79,0.43,0.61,0.24,0.67,0.22
0.45,0.79,0.43,0.61,0.24,0.67,0.22
0.50,0.79,0.43,0.61,0.24,0.67,0.22
0.55,0.79,0.43,0.61,0.24,0.67,0.22
0.60,0.79,0.43,0.61,0.24,0.67,0.22
0.65,0.79,0.43,0.61,0.24,0.67,0.22
0.70,0.51,0.75,0.63,0.26,0.67,0.26
0.75,0.51,0.75,0.63,0.26,0.67,0.26
0.80,0.51,0.75,0.63,0.26,0.67,0.26
0.85,0.51,0.75,0.63,0.26,0.67,0.26
0.90,0.51,0.75,0.63,0.26,0.67,0.26
0.95,0.51,0.75,0.63,0.26,0.67,0.26

knn_kfold_bin_n10.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.00,1.00,0.00,0.47,0.00,0.66,0.00
0.05,0.97,0.10,0.51,0.14,0.66,0.07
0.10,0.97,0.10,0.51,0.14,0.66,0.07
0.15,0.97,0.10,0.51,0.14,0.66,0.07
0.20,0.97,0.10,0.51,0.14,0.66,0.07
0.25,0.97,0.10,0.51,0.14,0.66,0.07
0.30,0.97,0.10,0.51,0.14,0.66,0.07
0.35,0.77,0.30,0.52,0.08,0.66,0.07
0.40,0.77,0.30,0.52,0.08,0.66,0.07
0.45,0.77,0.30,0.52,0.08,0.66,0.07
0.50,0.77,0.30,0.52,0.08,0.66,0.07
0.55,0.77,0.30,0.52,0.08,0.66,0.07
0.60,0.77,0.30,0.52,0.08,0.66,0.07
0.65,0.77,0.30,0.52,0.08,0.66,0.07
0.70,0.57,0.78,0.68,0.35,0.66,0.35
0.75,0.57,0.78,0.68,0.35,0.66,0.35
0.80,0.57,0.78,0.68,0.35,0.66,0.35
0.85,0.57,0.78,0.68,0.35,0.66,0.35
0.90,0.57,0.78,0.68,0.35,0.66,0.35
0.95,0.57,0.78,0.68,0.35,0.66,0.35

mlp_bin_n10.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.00,1.00,0.00,0.51,0.00,0.76,0.00
0.05,0.94,0.32,0.63,0.33,0.76,0.26
0.10,0.93,0.41,0.67,0.39,0.76,0.33
0.15,0.91,0.46,0.69,0.42,0.76,0.38
0.20,0.86,0.50,0.69,0.39,0.76,0.37
0.25,0.83,0.53,0.68,0.37,0.76,0.36
0.30,0.80,0.55,0.68,0.36,0.76,0.35
0.35,0.77,0.57,0.67,0.35,0.76,0.35
0.40,0.75,0.59,0.67,0.34,0.76,0.34
0.45,0.72,0.63,0.68,0.36,0.76,0.35
0.50,0.69,0.64,0.67,0.33,0.76,0.33
0.55,0.66,0.66,0.66,0.33,0.76,0.33
0.60,0.65,0.68,0.66,0.32,0.76,0.32
0.65,0.61,0.71,0.66,0.32,0.76,0.32
0.70,0.58,0.75,0.67,0.34,0.76,0.33
0.75,0.54,0.79,0.66,0.34,0.76,0.33
0.80,0.52,0.83,0.67,0.37,0.76,0.35
0.85,0.44,0.86,0.65,0.33,0.76,0.30
0.90,0.38,0.90,0.63,0.32,0.76,0.27
0.95,0.27,0.92,0.59,0.25,0.76,0.19

mlp_kfold_bin_n10.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.00,1.00,0.00,0.47,0.00,0.58,0.00
0.05,0.74,0.30,0.51,0.05,0.59,0.04
0.10,0.71,0.45,0.57,0.17,0.59,0.16
0.15,0.66,0.50,0.57,0.16,0.59,0.15
0.20,0.69,0.45,0.56,0.14,0.61,0.13
0.25,0.66,0.53,0.59,0.18,0.60,0.18
0.30,0.66,0.53,0.59,0.18,0.60,0.18
0.35,0.66,0.50,0.57,0.16,0.59,0.15
0.40,0.63,0.55,0.59,0.18,0.59,0.18
0.45,0.63,0.55,0.59,0.18,0.60,0.18
0.50,0.63,0.55,0.59,0.18,0.59,0.18
0.55,0.63,0.55,0.59,0.18,0.59,0.18
0.60,0.60,0.57,0.59,0.17,0.61,0.17
0.65,0.63,0.60,0.61,0.23,0.61,0.23
0.70,0.57,0.55,0.56,0.12,0.59,0.12
0.75,0.54,0.60,0.57,0.14,0.60,0.14
0.80,0.54,0.60,0.57,0.14,0.60,0.14
0.85,0.57,0.57,0.57,0.15,0.58,0.15
0.90,0.51,0.65,0.59,0.17,0.59,0.17
0.95,0.49,0.72,0.61,0.22,0.60,0.21

rf_bin_n10.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.00,1.00,0.00,0.51,0.00,0.74,0.00
0.05,1.00,0.00,0.51,0.00,0.74,0.00
0.10,1.00,0.01,0.51,0.05,0.74,0.01
0.15,1.00,0.03,0.52,0.12,0.74,0.03
0.20,0.99,0.06,0.53,0.15,0.74,0.05
0.25,0.98,0.10,0.55,0.17,0.74,0.08
0.30,0.96,0.20,0.59,0.25,0.74,0.16
0.35,0.93,0.29,0.62,0.29,0.74,0.23
0.40,0.87,0.38,0.63,0.29,0.74,0.25
0.45,0.76,0.55,0.66,0.32,0.74,0.31
0.50,0.65,0.69,0.67,0.34,0.74,0.34
0.55,0.48,0.81,0.65,0.31,0.74,0.29
0.60,0.36,0.91,0.63,0.33,0.74,0.27
0.65,0.28,0.96,0.62,0.33,0.74,0.24
0.70,0.21,0.99,0.59,0.32,0.74,0.20
0.75,0.17,1.00,0.58,0.30,0.74,0.17
0.80,0.16,1.00,0.57,0.29,0.74,0.16
0.85,0.13,1.00,0.56,0.26,0.74,0.12
0.90,0.07,1.00,0.53,0.19,0.74,0.07
0.95,0.05,1.00,0.52,0.15,0.74,0.05

rf_kfold_bin_n10.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.00,1.00,0.00,0.47,0.00,0.59,0.00
0.05,1.00,0.00,0.47,0.00,0.66,0.00
0.10,1.00,0.00,0.47,0.00,0.67,0.00
0.15,1.00,0.00,0.47,0.00,0.61,0.00
0.20,0.94,0.00,0.44,-0.18,0.65,-0.05
0.25,1.00,0.00,0.47,0.00,0.66,0.00
0.30,0.94,0.05,0.47,-0.02,0.66,-0.01
0.35,0.94,0.05,0.47,-0.02,0.69,-0.01
0.40,0.86,0.20,0.51,0.08,0.67,0.05
0.45,0.77,0.28,0.51,0.05,0.68,0.04
0.50,0.66,0.47,0.56,0.13,0.66,0.13
0.55,0.60,0.65,0.63,0.25,0.69,0.25
0.60,0.54,0.65,0.60,0.19,0.69,0.19
0.65,0.37,0.88,0.64,0.29,0.68,0.25
0.70,0.31,0.95,0.65,0.35,0.67,0.28
0.75,0.29,0.97,0.65,0.37,0.69,0.27
0.80,0.17,1.00,0.61,0.32,0.68,0.18
0.85,0.09,1.00,0.57,0.22,0.70,0.09
0.90,0.06,1.00,0.56,0.18,0.72,0.06
0.95,0.00,1.00,0.53,0.00,0.70,0.00

ridge_bin_n10.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.51,0.00,0.74,0.00
-2.90,1.00,0.00,0.51,0.00,0.74,0.00
-2.80,1.00,0.00,0.51,0.00,0.74,0.00
-2.70,1.00,0.00,0.51,0.00,0.74,0.00
-2.60,1.00,0.00,0.51,0.00,0.74,0.00
-2.50,1.00,0.00,0.51,0.00,0.74,0.00
-2.40,1.00,0.00,0.51,0.00,0.74,0.00
-2.30,1.00,0.00,0.51,0.00,0.74,0.00
-2.20,1.00,0.00,0.51,0.00,0.74,0.00
-2.10,1.00,0.00,0.51,0.00,0.74,0.00
-2.00,1.00,0.00,0.51,0.00,0.74,0.00
-1.90,1.00,0.00,0.51,0.00,0.74,0.00
-1.80,1.00,0.00,0.51,0.00,0.74,0.00
-1.70,1.00,0.00,0.51,0.00,0.74,0.00
-1.60,1.00,0.00,0.51,0.00,0.74,0.00
-1.50,1.00,0.01,0.51,0.05,0.74,0.01
-1.40,1.00,0.02,0.52,0.11,0.74,0.02
-1.30,1.00,0.03,0.52,0.13,0.74,0.03
-1.20,1.00,0.05,0.53,0.16,0.74,0.05
-1.10,1.00,0.06,0.54,0.18,0.74,0.06
-1.00,1.00,0.08,0.54,0.20,0.74,0.08
-0.90,0.98,0.11,0.55,0.19,0.74,0.09
-0.80,0.98,0.15,0.57,0.25,0.74,0.14
-0.70,0.96,0.21,0.59,0.26,0.74,0.17
-0.60,0.95,0.25,0.61,0.28,0.74,0.20
-0.50,0.92,0.31,0.62,0.29,0.74,0.23
-0.40,0.91,0.38,0.65,0.33,0.74,0.29
-0.30,0.84,0.42,0.63,0.28,0.74,0.26
-0.20,0.82,0.49,0.66,0.33,0.74,0.31
-0.10,0.76,0.55,0.66,0.32,0.74,0.31
0.00,0.73,0.59,0.66,0.32,0.74,0.32
0.10,0.65,0.67,0.66,0.32,0.74,0.32
0.20,0.56,0.78,0.67,0.34,0.74,0.34
0.30,0.46,0.88,0.67,0.37,0.74,0.34
0.40,0.38,0.92,0.65,0.36,0.74,0.30
0.50,0.28,0.96,0.61,0.32,0.74,0.23
0.60,0.23,0.98,0.60,0.31,0.74,0.20
0.70,0.16,0.98,0.57,0.25,0.74,0.14
0.80,0.13,0.99,0.55,0.23,0.74,0.12
0.90,0.08,0.99,0.53,0.19,0.74,0.08
1.00,0.06,1.00,0.52,0.17,0.74,0.06
1.10,0.03,1.00,0.51,0.13,0.74,0.03
1.20,0.01,1.00,0.50,0.07,0.74,0.01
1.30,0.00,1.00,0.49,0.00,0.74,0.00
1.40,0.00,1.00,0.49,0.00,0.74,0.00
1.50,0.00,1.00,0.49,0.00,0.74,0.00
1.60,0.00,1.00,0.49,0.00,0.74,0.00
1.70,0.00,1.00,0.49,0.00,0.74,0.00
1.80,0.00,1.00,0.49,0.00,0.74,0.00
1.90,0.00,1.00,0.49,0.00,0.74,0.00
2.00,0.00,1.00,0.49,0.00,0.74,0.00
2.10,0.00,1.00,0.49,0.00,0.74,0.00
2.20,0.00,1.00,0.49,0.00,0.74,0.00
2.30,0.00,1.00,0.49,0.00,0.74,0.00
2.40,0.00,1.00,0.49,0.00,0.74,0.00
2.50,0.00,1.00,0.49,0.00,0.74,0.00
2.60,0.00,1.00,0.49,0.00,0.74,0.00
2.70,0.00,1.00,0.49,0.00,0.74,0.00
2.80,0.00,1.00,0.49,0.00,0.74,0.00
2.90,0.00,1.00,0.49,0.00,0.74,0.00

ridge_kfold_bin_n10.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.47,0.00,0.60,0.00
-2.90,1.00,0.00,0.47,0.00,0.60,0.00
-2.80,1.00,0.00,0.47,0.00,0.60,0.00
-2.70,1.00,0.00,0.47,0.00,0.60,0.00
-2.60,1.00,0.00,0.47,0.00,0.60,0.00
-2.50,1.00,0.00,0.47,0.00,0.60,0.00
-2.40,1.00,0.00,0.47,0.00,0.60,0.00
-2.30,1.00,0.00,0.47,0.00,0.60,0.00
-2.20,1.00,0.00,0.47,0.00,0.60,0.00
-2.10,1.00,0.00,0.47,0.00,0.60,0.00
-2.00,1.00,0.00,0.47,0.00,0.60,0.00
-1.90,1.00,0.00,0.47,0.00,0.60,0.00
-1.80,1.00,0.00,0.47,0.00,0.60,0.00
-1.70,1.00,0.00,0.47,0.00,0.60,0.00
-1.60,1.00,0.00,0.47,0.00,0.60,0.00
-1.50,1.00,0.00,0.47,0.00,0.60,0.00
-1.40,1.00,0.00,0.47,0.00,0.60,0.00
-1.30,1.00,0.00,0.47,0.00,0.60,0.00
-1.20,1.00,0.03,0.48,0.11,0.60,0.02
-1.10,1.00,0.03,0.48,0.11,0.60,0.02
-1.00,1.00,0.03,0.48,0.11,0.60,0.02
-0.90,1.00,0.03,0.48,0.11,0.60,0.02
-0.80,0.97,0.07,0.49,0.10,0.60,0.04
-0.70,0.94,0.10,0.49,0.08,0.60,0.04
-0.60,0.91,0.15,0.51,0.10,0.60,0.06
-0.50,0.89,0.17,0.51,0.09,0.60,0.06
-0.40,0.89,0.28,0.56,0.20,0.60,0.15
-0.30,0.86,0.30,0.56,0.19,0.60,0.15
-0.20,0.77,0.38,0.56,0.16,0.60,0.14
-0.10,0.69,0.40,0.53,0.09,0.60,0.08
0.00,0.63,0.50,0.56,0.13,0.60,0.13
0.10,0.60,0.55,0.57,0.15,0.60,0.15
0.20,0.54,0.57,0.56,0.12,0.60,0.12
0.30,0.49,0.65,0.57,0.14,0.60,0.14
0.40,0.46,0.75,0.61,0.22,0.60,0.21
0.50,0.43,0.80,0.63,0.25,0.60,0.23
0.60,0.31,0.85,0.60,0.20,0.60,0.17
0.70,0.20,0.85,0.55,0.07,0.60,0.05
0.80,0.17,0.88,0.55,0.07,0.60,0.05
0.90,0.09,0.90,0.52,-0.02,0.60,-0.02
1.00,0.06,0.95,0.53,0.02,0.60,0.01
1.10,0.03,0.97,0.53,0.01,0.60,0.00
1.20,0.03,1.00,0.55,0.12,0.60,0.03
1.30,0.00,1.00,0.53,0.00,0.60,0.00
1.40,0.00,1.00,0.53,0.00,0.60,0.00
1.50,0.00,1.00,0.53,0.00,0.60,0.00
1.60,0.00,1.00,0.53,0.00,0.60,0.00
1.70,0.00,1.00,0.53,0.00,0.60,0.00
1.80,0.00,1.00,0.53,0.00,0.60,0.00
1.90,0.00,1.00,0.53,0.00,0.60,0.00
2.00,0.00,1.00,0.53,0.00,0.60,0.00
2.10,0.00,1.00,0.53,0.00,0.60,0.00
2.20,0.00,1.00,0.53,0.00,0.60,0.00
2.30,0.00,1.00,0.53,0.00,0.60,0.00
2.40,0.00,1.00,0.53,0.00,0.60,0.00
2.50,0.00,1.00,0.53,0.00,0.60,0.00
2.60,0.00,1.00,0.53,0.00,0.60,0.00
2.70,0.00,1.00,0.53,0.00,0.60,0.00
2.80,0.00,1.00,0.53,0.00,0.60,0.00
2.90,0.00,1.00,0.53,0.00,0.60,0.00

svm_bin_n10.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.51,0.00,0.75,0.00
-2.90,1.00,0.00,0.51,0.00,0.75,0.00
-2.80,1.00,0.00,0.51,0.00,0.75,0.00
-2.70,1.00,0.00,0.51,0.00,0.75,0.00
-2.60,1.00,0.00,0.51,0.00,0.75,0.00
-2.50,1.00,0.00,0.51,0.00,0.75,0.00
-2.40,1.00,0.00,0.51,0.00,0.75,0.00
-2.30,1.00,0.00,0.51,0.00,0.75,0.00
-2.20,1.00,0.00,0.51,0.00,0.75,0.00
-2.10,1.00,0.00,0.51,0.00,0.75,0.00
-2.00,1.00,0.00,0.51,0.00,0.75,0.00
-1.90,1.00,0.00,0.51,0.00,0.75,0.00
-1.80,1.00,0.00,0.51,0.00,0.75,0.00
-1.70,1.00,0.00,0.51,0.00,0.75,0.00
-1.60,1.00,0.00,0.51,0.00,0.75,0.00
-1.50,1.00,0.00,0.51,0.00,0.75,0.00
-1.40,1.00,0.00,0.51,0.00,0.75,0.00
-1.30,1.00,0.01,0.51,0.07,0.75,0.01
-1.20,1.00,0.04,0.53,0.14,0.75,0.04
-1.10,1.00,0.06,0.54,0.18,0.75,0.06
-1.00,0.98,0.13,0.56,0.22,0.75,0.12
-0.90,0.95,0.20,0.58,0.22,0.75,0.15
-0.80,0.93,0.25,0.59,0.25,0.75,0.18
-0.70,0.91,0.32,0.62,0.29,0.75,0.24
-0.60,0.88,0.36,0.62,0.28,0.75,0.24
-0.50,0.82,0.44,0.63,0.29,0.75,0.27
-0.40,0.77,0.54,0.66,0.32,0.75,0.32
-0.30,0.75,0.59,0.67,0.34,0.75,0.34
-0.20,0.72,0.65,0.69,0.37,0.75,0.37
-0.10,0.69,0.69,0.69,0.38,0.75,0.38
0.00,0.65,0.72,0.69,0.38,0.75,0.38
0.10,0.61,0.78,0.69,0.39,0.75,0.39
0.20,0.55,0.82,0.68,0.38,0.75,0.36
0.30,0.52,0.85,0.68,0.39,0.75,0.37
0.40,0.49,0.86,0.67,0.38,0.75,0.35
0.50,0.47,0.87,0.67,0.37,0.75,0.34
0.60,0.44,0.88,0.66,0.35,0.75,0.32
0.70,0.41,0.91,0.65,0.36,0.75,0.31
0.80,0.36,0.93,0.64,0.35,0.75,0.29
0.90,0.31,0.94,0.62,0.32,0.75,0.24
1.00,0.19,0.95,0.56,0.21,0.75,0.13
1.10,0.11,0.99,0.55,0.22,0.75,0.10
1.20,0.07,1.00,0.53,0.19,0.75,0.07
1.30,0.06,1.00,0.53,0.18,0.75,0.06
1.40,0.05,1.00,0.52,0.15,0.75,0.05
1.50,0.04,1.00,0.51,0.15,0.75,0.04
1.60,0.04,1.00,0.51,0.15,0.75,0.04
1.70,0.02,1.00,0.50,0.10,0.75,0.02
1.80,0.01,1.00,0.50,0.07,0.75,0.01
1.90,0.00,1.00,0.49,0.00,0.75,0.00
2.00,0.00,1.00,0.49,0.00,0.75,0.00
2.10,0.00,1.00,0.49,0.00,0.75,0.00
2.20,0.00,1.00,0.49,0.00,0.75,0.00
2.30,0.00,1.00,0.49,0.00,0.75,0.00
2.40,0.00,1.00,0.49,0.00,0.75,0.00
2.50,0.00,1.00,0.49,0.00,0.75,0.00
2.60,0.00,1.00,0.49,0.00,0.75,0.00
2.70,0.00,1.00,0.49,0.00,0.75,0.00
2.80,0.00,1.00,0.49,0.00,0.75,0.00
2.90,0.00,1.00,0.49,0.00,0.75,0.00

svm_kfold_bin_n10.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.47,0.00,0.69,0.00
-2.90,1.00,0.00,0.47,0.00,0.69,0.00
-2.80,1.00,0.00,0.47,0.00,0.69,0.00
-2.70,1.00,0.00,0.47,0.00,0.69,0.00
-2.60,1.00,0.00,0.47,0.00,0.69,0.00
-2.50,1.00,0.00,0.47,0.00,0.69,0.00
-2.40,1.00,0.00,0.47,0.00,0.69,0.00
-2.30,1.00,0.00,0.47,0.00,0.69,0.00
-2.20,1.00,0.00,0.47,0.00,0.69,0.00
-2.10,1.00,0.00,0.47,0.00,0.69,0.00
-2.00,1.00,0.00,0.47,0.00,0.69,0.00
-1.90,1.00,0.00,0.47,0.00,0.69,0.00
-1.80,1.00,0.00,0.47,0.00,0.69,0.00
-1.70,1.00,0.00,0.47,0.00,0.69,0.00
-1.60,1.00,0.00,0.47,0.00,0.69,0.00
-1.50,1.00,0.00,0.47,0.00,0.69,0.00
-1.40,1.00,0.00,0.47,0.00,0.69,0.00
-1.30,1.00,0.00,0.47,0.00,0.69,0.00
-1.20,1.00,0.00,0.47,0.00,0.69,0.00
-1.10,1.00,0.00,0.47,0.00,0.69,0.00
-1.00,1.00,0.00,0.47,0.00,0.69,0.00
-0.90,1.00,0.03,0.48,0.11,0.69,0.02
-0.80,1.00,0.03,0.48,0.11,0.69,0.02
-0.70,1.00,0.03,0.48,0.11,0.69,0.02
-0.60,1.00,0.07,0.51,0.19,0.69,0.07
-0.50,1.00,0.12,0.53,0.25,0.69,0.12
-0.40,0.94,0.23,0.56,0.24,0.69,0.16
-0.30,0.80,0.35,0.56,0.17,0.69,0.15
-0.20,0.77,0.45,0.60,0.23,0.69,0.22
-0.10,0.69,0.55,0.61,0.24,0.69,0.23
0.00,0.60,0.57,0.59,0.17,0.69,0.17
0.10,0.46,0.70,0.59,0.16,0.69,0.16
0.20,0.43,0.80,0.63,0.25,0.69,0.23
0.30,0.43,0.85,0.65,0.31,0.69,0.29
0.40,0.40,0.90,0.67,0.35,0.69,0.31
0.50,0.34,0.90,0.64,0.30,0.69,0.25
0.60,0.29,0.97,0.65,0.37,0.69,0.27
0.70,0.26,1.00,0.65,0.39,0.69,0.27
0.80,0.26,1.00,0.65,0.39,0.69,0.27
0.90,0.11,1.00,0.59,0.25,0.69,0.12
1.00,0.06,1.00,0.56,0.18,0.69,0.06
1.10,0.03,1.00,0.55,0.12,0.69,0.03
1.20,0.03,1.00,0.55,0.12,0.69,0.03
1.30,0.00,1.00,0.53,0.00,0.69,0.00
1.40,0.00,1.00,0.53,0.00,0.69,0.00
1.50,0.00,1.00,0.53,0.00,0.69,0.00
1.60,0.00,1.00,0.53,0.00,0.69,0.00
1.70,0.00,1.00,0.53,0.00,0.69,0.00
1.80,0.00,1.00,0.53,0.00,0.69,0.00
1.90,0.00,1.00,0.53,0.00,0.69,0.00
2.00,0.00,1.00,0.53,0.00,0.69,0.00
2.10,0.00,1.00,0.53,0.00,0.69,0.00
2.20,0.00,1.00,0.53,0.00,0.69,0.00
2.30,0.00,1.00,0.53,0.00,0.69,0.00
2.40,0.00,1.00,0.53,0.00,0.69,0.00
2.50,0.00,1.00,0.53,0.00,0.69,0.00
2.60,0.00,1.00,0.53,0.00,0.69,0.00
2.70,0.00,1.00,0.53,0.00,0.69,0.00
2.80,0.00,1.00,0.53,0.00,0.69,0.00
2.90,0.00,1.00,0.53,0.00,0.69,0.00

