extra_trees_bin_c5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-2.80,1.00,0.00,0.50,0.00,0.86,0.00
-2.70,1.00,0.00,0.50,0.00,0.86,0.00
-2.60,1.00,0.00,0.50,0.00,0.86,0.00
-2.50,1.00,0.00,0.50,0.00,0.86,0.00
-2.40,1.00,0.00,0.50,0.00,0.86,0.00
-2.30,1.00,0.00,0.50,0.00,0.86,0.00
-2.20,1.00,0.00,0.50,0.00,0.86,0.00
-2.10,1.00,0.00,0.50,0.00,0.86,0.00
-2.00,1.00,0.00,0.50,0.00,0.86,0.00
-1.90,1.00,0.00,0.50,0.00,0.86,0.00
-1.80,1.00,0.00,0.50,0.00,0.86,0.00
-1.70,1.00,0.00,0.50,0.00,0.86,0.00
-1.60,1.00,0.00,0.50,0.00,0.86,0.00
-1.50,1.00,0.00,0.50,0.00,0.86,0.00
-1.40,1.00,0.00,0.50,0.00,0.86,0.00
-1.30,1.00,0.01,0.50,0.05,0.86,0.01
-1.20,1.00,0.01,0.50,0.05,0.86,0.01
-1.10,1.00,0.02,0.51,0.09,0.86,0.02
-1.00,1.00,0.04,0.52,0.14,0.86,0.04
-0.90,1.00,0.07,0.53,0.19,0.86,0.07
-0.80,0.99,0.12,0.56,0.24,0.86,0.11
-0.70,0.97,0.20,0.58,0.27,0.86,0.17
-0.60,0.95,0.23,0.59,0.26,0.86,0.18
-0.50,0.93,0.33,0.63,0.33,0.86,0.26
-0.40,0.89,0.47,0.68,0.40,0.86,0.36
-0.30,0.86,0.57,0.72,0.45,0.86,0.43
-0.20,0.83,0.71,0.77,0.54,0.86,0.54
-0.10,0.78,0.81,0.80,0.60,0.86,0.60
0.00,0.71,0.88,0.80,0.60,0.86,0.59
0.10,0.67,0.92,0.80,0.62,0.86,0.60
0.20,0.62,0.96,0.79,0.61,0.86,0.58
0.30,0.55,0.98,0.77,0.59,0.86,0.53
0.40,0.51,0.98,0.75,0.56,0.86,0.49
0.50,0.45,0.98,0.72,0.51,0.86,0.43
0.60,0.36,0.98,0.67,0.44,0.86,0.35
0.70,0.27,0.99,0.63,0.37,0.86,0.26
0.80,0.19,1.00,0.60,0.33,0.86,0.19
0.90,0.16,1.00,0.58,0.30,0.86,0.16
1.00,0.12,1.00,0.56,0.26,0.86,0.12
1.10,0.02,1.00,0.51,0.10,0.86,0.02
1.20,0.01,1.00,0.50,0.05,0.86,0.01
1.30,0.00,1.00,0.50,0.00,0.86,0.00
1.40,0.00,1.00,0.50,0.00,0.86,0.00
1.50,0.00,1.00,0.50,0.00,0.86,0.00
1.60,0.00,1.00,0.50,0.00,0.86,0.00
1.70,0.00,1.00,0.50,0.00,0.86,0.00
1.80,0.00,1.00,0.50,0.00,0.86,0.00
1.90,0.00,1.00,0.50,0.00,0.86,0.00
2.00,0.00,1.00,0.50,0.00,0.86,0.00
2.10,0.00,1.00,0.50,0.00,0.86,0.00
2.20,0.00,1.00,0.50,0.00,0.86,0.00
2.30,0.00,1.00,0.50,0.00,0.86,0.00
2.40,0.00,1.00,0.50,0.00,0.86,0.00
2.50,0.00,1.00,0.50,0.00,0.86,0.00
2.60,0.00,1.00,0.50,0.00,0.86,0.00
2.70,0.00,1.00,0.50,0.00,0.86,0.00
2.80,0.00,1.00,0.50,0.00,0.86,0.00
2.90,0.00,1.00,0.50,0.00,0.86,0.00

ridge_kfold_bin_c5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.48,0.00,0.83,0.00
-2.90,1.00,0.00,0.48,0.00,0.83,0.00
-2.80,1.00,0.00,0.48,0.00,0.83,0.00
-2.70,1.00,0.00,0.48,0.00,0.83,0.00
-2.60,1.00,0.00,0.48,0.00,0.83,0.00
-2.50,1.00,0.00,0.48,0.00,0.83,0.00
-2.40,1.00,0.00,0.48,0.00,0.83,0.00
-2.30,1.00,0.00,0.48,0.00,0.83,0.00
-2.20,1.00,0.00,0.48,0.00,0.83,0.00
-2.10,1.00,0.00,0.48,0.00,0.83,0.00
-2.00,1.00,0.00,0.48,0.00,0.83,0.00
-1.90,1.00,0.00,0.48,0.00,0.83,0.00
-1.80,1.00,0.00,0.48,0.00,0.83,0.00
-1.70,1.00,0.00,0.48,0.00,0.83,0.00
-1.60,1.00,0.00,0.48,0.00,0.83,0.00
-1.50,1.00,0.00,0.48,0.00,0.83,0.00
-1.40,1.00,0.00,0.48,0.00,0.83,0.00
-1.30,1.00,0.00,0.48,0.00,0.83,0.00
-1.20,1.00,0.00,0.48,0.00,0.83,0.00
-1.10,1.00,0.00,0.48,0.00,0.83,0.00
-1.00,1.00,0.00,0.48,0.00,0.83,0.00
-0.90,1.00,0.03,0.49,0.11,0.83,0.02
-0.80,1.00,0.03,0.49,0.11,0.83,0.02
-0.70,1.00,0.03,0.49,0.11,0.83,0.02
-0.60,1.00,0.07,0.52,0.19,0.83,0.07
-0.50,1.00,0.17,0.57,0.30,0.83,0.17
-0.40,0.92,0.35,0.62,0.32,0.83,0.26
-0.30,0.89,0.53,0.70,0.44,0.83,0.41
-0.20,0.84,0.60,0.71,0.45,0.83,0.43
-0.10,0.78,0.72,0.75,0.51,0.83,0.51
0.00,0.73,0.82,0.78,0.56,0.83,0.56
0.10,0.65,0.88,0.77,0.54,0.83,0.53
0.20,0.51,0.90,0.71,0.45,0.83,0.42
0.30,0.46,0.90,0.69,0.40,0.83,0.37
0.40,0.43,0.95,0.70,0.45,0.83,0.39
0.50,0.27,0.95,0.62,0.30,0.83,0.23
0.60,0.22,1.00,0.62,0.35,0.83,0.22
0.70,0.19,1.00,0.61,0.33,0.83,0.20
0.80,0.14,1.00,0.58,0.27,0.83,0.14
0.90,0.08,1.00,0.56,0.21,0.83,0.08
1.00,0.05,1.00,0.55,0.17,0.83,0.06
1.10,0.00,1.00,0.52,0.00,0.83,0.00
1.20,0.00,1.00,0.52,0.00,0.83,0.00
1.30,0.00,1.00,0.52,0.00,0.83,0.00
1.40,0.00,1.00,0.52,0.00,0.83,0.00
1.50,0.00,1.00,0.52,0.00,0.83,0.00
1.60,0.00,1.00,0.52,0.00,0.83,0.00
1.70,0.00,1.00,0.52,0.00,0.83,0.00
1.80,0.00,1.00,0.52,0.00,0.83,0.00
1.90,0.00,1.00,0.52,0.00,0.83,0.00
2.00,0.00,1.00,0.52,0.00,0.83,0.00
2.10,0.00,1.00,0.52,0.00,0.83,0.00
2.20,0.00,1.00,0.52,0.00,0.83,0.00
2.30,0.00,1.00,0.52,0.00,0.83,0.00
2.40,0.00,1.00,0.52,0.00,0.83,0.00
2.50,0.00,1.00,0.52,0.00,0.83,0.00
2.60,0.00,1.00,0.52,0.00,0.83,0.00
2.70,0.00,1.00,0.52,0.00,0.83,0.00
2.80,0.00,1.00,0.52,0.00,0.83,0.00
2.90,0.00,1.00,0.52,0.00,0.83,0.00

svm_bin_c5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.50,0.00,0.90,0.00
-2.90,1.00,0.00,0.50,0.00,0.90,0.00
-2.80,1.00,0.00,0.50,0.00,0.90,0.00
-2.70,1.00,0.00,0.50,0.00,0.90,0.00
-2.60,1.00,0.00,0.50,0.00,0.90,0.00
-2.50,1.00,0.00,0.50,0.00,0.90,0.00
-2.40,1.00,0.00,0.50,0.00,0.90,0.00
-2.30,1.00,0.00,0.50,0.00,0.90,0.00
-2.20,1.00,0.00,0.50,0.00,0.90,0.00
-2.10,1.00,0.00,0.50,0.00,0.90,0.00
-2.00,1.00,0.00,0.50,0.00,0.90,0.00
-1.90,1.00,0.00,0.50,0.00,0.90,0.00
-1.80,1.00,0.00,0.50,0.00,0.90,0.00
-1.70,1.00,0.00,0.50,0.00,0.90,0.00
-1.60,1.00,0.00,0.50,0.00,0.90,0.00
-1.50,1.00,0.00,0.50,0.00,0.90,0.00
-1.40,1.00,0.00,0.50,0.00,0.90,0.00
-1.30,1.00,0.00,0.50,0.00,0.90,0.00
-1.20,1.00,0.00,0.50,0.00,0.90,0.00
-1.10,1.00,0.00,0.50,0.00,0.90,0.00
-1.00,1.00,0.01,0.50,0.07,0.90,0.01
-0.90,1.00,0.04,0.52,0.14,0.90,0.04
-0.80,0.99,0.12,0.55,0.22,0.90,0.11
-0.70,0.96,0.25,0.60,0.30,0.90,0.21
-0.60,0.95,0.37,0.66,0.39,0.90,0.31
-0.50,0.91,0.55,0.73,0.50,0.90,0.46
-0.40,0.85,0.74,0.80,0.60,0.90,0.59
-0.30,0.82,0.86,0.84,0.68,0.90,0.68
-0.20,0.79,0.91,0.85,0.71,0.90,0.70
-0.10,0.76,0.94,0.85,0.71,0.90,0.70
0.00,0.75,0.97,0.86,0.74,0.90,0.72
0.10,0.72,0.97,0.84,0.71,0.90,0.69
0.20,0.68,0.98,0.83,0.69,0.90,0.66
0.30,0.65,0.99,0.82,0.68,0.90,0.64
0.40,0.61,0.99,0.80,0.65,0.90,0.60
0.50,0.57,0.99,0.78,0.62,0.90,0.56
0.60,0.53,1.00,0.77,0.60,0.90,0.53
0.70,0.49,1.00,0.74,0.57,0.90,0.49
0.80,0.47,1.00,0.74,0.56,0.90,0.47
0.90,0.46,1.00,0.73,0.55,0.90,0.46
1.00,0.29,1.00,0.65,0.41,0.90,0.29
1.10,0.14,1.00,0.57,0.27,0.90,0.14
1.20,0.06,1.00,0.53,0.18,0.90,0.06
1.30,0.04,1.00,0.52,0.14,0.90,0.04
1.40,0.02,1.00,0.51,0.09,0.90,0.02
1.50,0.00,1.00,0.50,0.00,0.90,0.00
1.60,0.00,1.00,0.50,0.00,0.90,0.00
1.70,0.00,1.00,0.50,0.00,0.90,0.00
1.80,0.00,1.00,0.50,0.00,0.90,0.00
1.90,0.00,1.00,0.50,0.00,0.90,0.00
2.00,0.00,1.00,0.50,0.00,0.90,0.00
2.10,0.00,1.00,0.50,0.00,0.90,0.00
2.20,0.00,1.00,0.50,0.00,0.90,0.00
2.30,0.00,1.00,0.50,0.00,0.90,0.00
2.40,0.00,1.00,0.50,0.00,0.90,0.00
2.50,0.00,1.00,0.50,0.00,0.90,0.00
2.60,0.00,1.00,0.50,0.00,0.90,0.00
2.70,0.00,1.00,0.50,0.00,0.90,0.00
2.80,0.00,1.00,0.50,0.00,0.90,0.00
2.90,0.00,1.00,0.50,0.00,0.90,0.00

svm_kfold_bin_c5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.48,0.00,0.82,0.00
-2.90,1.00,0.00,0.48,0.00,0.82,0.00
-2.80,1.00,0.00,0.48,0.00,0.82,0.00
-2.70,1.00,0.00,0.48,0.00,0.82,0.00
-2.60,1.00,0.00,0.48,0.00,0.82,0.00
-2.50,1.00,0.00,0.48,0.00,0.82,0.00
-2.40,1.00,0.00,0.48,0.00,0.82,0.00
-2.30,1.00,0.00,0.48,0.00,0.82,0.00
-2.20,1.00,0.00,0.48,0.00,0.82,0.00
-2.10,1.00,0.00,0.48,0.00,0.82,0.00
-2.00,1.00,0.00,0.48,0.00,0.82,0.00
-1.90,1.00,0.00,0.48,0.00,0.82,0.00
-1.80,1.00,0.00,0.48,0.00,0.82,0.00
-1.70,1.00,0.00,0.48,0.00,0.82,0.00
-1.60,1.00,0.00,0.48,0.00,0.82,0.00
-1.50,1.00,0.00,0.48,0.00,0.82,0.00
-1.40,1.00,0.00,0.48,0.00,0.82,0.00
-1.30,1.00,0.00,0.48,0.00,0.82,0.00
-1.20,1.00,0.00,0.48,0.00,0.82,0.00
-1.10,1.00,0.00,0.48,0.00,0.82,0.00
-1.00,1.00,0.00,0.48,0.00,0.82,0.00
-0.90,1.00,0.00,0.48,0.00,0.82,0.00
-0.80,1.00,0.00,0.48,0.00,0.82,0.00
-0.70,1.00,0.00,0.48,0.00,0.82,0.00
-0.60,1.00,0.00,0.48,0.00,0.82,0.00
-0.50,0.97,0.07,0.51,0.11,0.82,0.05
-0.40,0.92,0.15,0.52,0.11,0.82,0.07
-0.30,0.81,0.55,0.68,0.37,0.82,0.36
-0.20,0.73,0.80,0.77,0.53,0.82,0.53
-0.10,0.62,0.93,0.78,0.58,0.82,0.55
0.00,0.57,0.95,0.77,0.56,0.82,0.53
0.10,0.49,0.97,0.74,0.53,0.82,0.47
0.20,0.43,0.97,0.71,0.49,0.82,0.42
0.30,0.41,0.97,0.70,0.47,0.82,0.39
0.40,0.41,0.97,0.70,0.47,0.82,0.39
0.50,0.32,1.00,0.68,0.45,0.82,0.33
0.60,0.32,1.00,0.68,0.45,0.82,0.33
0.70,0.24,1.00,0.64,0.38,0.82,0.25
0.80,0.22,1.00,0.62,0.35,0.82,0.22
0.90,0.16,1.00,0.60,0.30,0.82,0.17
1.00,0.11,1.00,0.57,0.24,0.82,0.11
1.10,0.03,1.00,0.53,0.12,0.82,0.03
1.20,0.00,1.00,0.52,0.00,0.82,0.00
1.30,0.00,1.00,0.52,0.00,0.82,0.00
1.40,0.00,1.00,0.52,0.00,0.82,0.00
1.50,0.00,1.00,0.52,0.00,0.82,0.00
1.60,0.00,1.00,0.52,0.00,0.82,0.00
1.70,0.00,1.00,0.52,0.00,0.82,0.00
1.80,0.00,1.00,0.52,0.00,0.82,0.00
1.90,0.00,1.00,0.52,0.00,0.82,0.00
2.00,0.00,1.00,0.52,0.00,0.82,0.00
2.10,0.00,1.00,0.52,0.00,0.82,0.00
2.20,0.00,1.00,0.52,0.00,0.82,0.00
2.30,0.00,1.00,0.52,0.00,0.82,0.00
2.40,0.00,1.00,0.52,0.00,0.82,0.00
2.50,0.00,1.00,0.52,0.00,0.82,0.00
2.60,0.00,1.00,0.52,0.00,0.82,0.00
2.70,0.00,1.00,0.52,0.00,0.82,0.00
2.80,0.00,1.00,0.52,0.00,0.82,0.00
2.90,0.00,1.00,0.52,0.00,0.82,0.00

