extra_trees_bin_nc5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.90,0.95,0.49,0.72,0.49,0.72,0.44
0.95,0.95,0.49,0.72,0.49,0.72,0.44

knn_kfold_bin_nc5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.00,1.00,0.00,0.48,0.00,0.76,0.00
0.05,0.89,0.62,0.75,0.53,0.76,0.51
0.10,0.89,0.62,0.75,0.53,0.76,0.51
0.15,0.89,0.62,0.75,0.53,0.76,0.51
0.20,0.89,0.62,0.75,0.53,0.76,0.51
0.25,0.89,0.62,0.75,0.53,0.76,0.51
0.30,0.89,0.62,0.75,0.53,0.76,0.51
0.35,0.89,0.62,0.75,0.53,0.76,0.51
0.40,0.89,0.62,0.75,0.53,0.76,0.51
0.45,0.89,0.62,0.75,0.53,0.76,0.51
0.50,0.89,0.62,0.75,0.53,0.76,0.51
0.55,0.89,0.62,0.75,0.53,0.76,0.51
0.60,0.89,0.62,0.75,0.53,0.76,0.51
0.65,0.89,0.62,0.75,0.53,0.76,0.51
0.70,0.89,0.62,0.75,0.53,0.76,0.51
0.75,0.89,0.62,0.75,0.53,0.76,0.51
0.80,0.89,0.62,0.75,0.53,0.76,0.51
0.85,0.89,0.62,0.75,0.53,0.76,0.51
0.90,0.89,0.62,0.75,0.53,0.76,0.51
0.95,0.89,0.62,0.75,0.53,0.76,0.51

mlp_bin_nc5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.00,1.00,0.00,0.50,0.00,0.93,0.00
0.05,0.97,0.36,0.66,0.42,0.93,0.33
0.10,0.96,0.53,0.74,0.54,0.93,0.49
0.15,0.93,0.61,0.77,0.57,0.93,0.54
0.20,0.93,0.68,0.80,0.63,0.93,0.61
0.25,0.91,0.77,0.84,0.68,0.93,0.67
0.30,0.89,0.81,0.85,0.71,0.93,0.71
0.35,0.85,0.84,0.84,0.69,0.93,0.69
0.40,0.84,0.86,0.85,0.70,0.93,0.70
0.45,0.83,0.89,0.86,0.72,0.93,0.72
0.50,0.81,0.91,0.86,0.72,0.93,0.72
0.55,0.80,0.92,0.86,0.73,0.93,0.72
0.60,0.79,0.94,0.86,0.73,0.93,0.73
0.65,0.78,0.96,0.87,0.75,0.93,0.74
0.70,0.77,0.96,0.87,0.75,0.93,0.74
0.75,0.73,0.97,0.85,0.72,0.93,0.70
0.80,0.70,0.98,0.84,0.72,0.93,0.69
0.85,0.66,0.99,0.82,0.69,0.93,0.65
0.90,0.63,1.00,0.81,0.68,0.93,0.63
0.95,0.41,1.00,0.71,0.51,0.93,0.41

mlp_kfold_bin_nc5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.00,1.00,0.00,0.48,0.00,0.78,0.00
0.05,1.00,0.00,0.48,0.00,0.74,0.00
0.10,1.00,0.00,0.48,0.00,0.85,0.00
0.15,1.00,0.00,0.48,0.00,0.82,0.00
0.20,1.00,0.00,0.48,0.00,0.84,0.00
0.25,0.95,0.30,0.61,0.32,0.86,0.24
0.30,1.00,0.05,0.51,0.16,0.89,0.05
0.35,0.89,0.23,0.55,0.16,0.81,0.11
0.40,0.84,0.55,0.69,0.40,0.82,0.38
0.45,0.86,0.57,0.71,0.46,0.79,0.43
0.50,0.73,0.88,0.81,0.61,0.85,0.61
0.55,0.57,0.95,0.77,0.56,0.85,0.53
0.60,0.35,0.97,0.68,0.42,0.79,0.33
0.65,0.24,0.97,0.62,0.32,0.72,0.22
0.70,0.38,1.00,0.70,0.49,0.83,0.39
0.75,0.08,1.00,0.56,0.21,0.69,0.08
0.80,0.00,1.00,0.52,0.00,0.77,0.00
0.85,0.00,1.00,0.52,0.00,0.79,0.00
0.90,0.00,1.00,0.52,0.00,0.82,0.00
0.95,0.00,1.00,0.52,0.00,0.82,0.00

rf_bin_nc5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.00,1.00,0.00,0.50,0.00,0.94,0.00
0.05,1.00,0.00,0.50,0.00,0.94,0.00
0.10,1.00,0.02,0.51,0.09,0.94,0.02
0.15,0.99,0.05,0.52,0.14,0.94,0.05
0.20,0.99,0.27,0.63,0.37,0.94,0.26
0.25,0.97,0.52,0.74,0.55,0.94,0.49
0.30,0.93,0.71,0.82,0.65,0.94,0.63
0.35,0.90,0.78,0.84,0.68,0.94,0.68
0.40,0.87,0.84,0.85,0.71,0.94,0.71
0.45,0.84,0.89,0.87,0.74,0.94,0.74
0.50,0.80,0.93,0.87,0.74,0.94,0.74
0.55,0.76,0.95,0.86,0.73,0.94,0.72
0.60,0.73,0.98,0.86,0.74,0.94,0.71
0.65,0.69,0.99,0.84,0.72,0.94,0.69
0.70,0.65,0.99,0.82,0.69,0.94,0.64
0.75,0.60,1.00,0.80,0.66,0.94,0.60
0.80,0.53,1.00,0.77,0.60,0.94,0.53
0.85,0.47,1.00,0.74,0.56,0.94,0.47
0.90,0.35,1.00,0.68,0.46,0.94,0.35
0.95,0.23,1.00,0.61,0.36,0.94,0.23

rf_kfold_bin_nc5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
0.00,1.00,0.00,0.48,0.00,0.90,0.00
0.05,1.00,0.00,0.48,0.00,0.90,0.00
0.10,1.00,0.00,0.48,0.00,0.89,0.00
0.15,1.00,0.12,0.55,0.25,0.88,0.12
0.20,1.00,0.12,0.55,0.25,0.90,0.12
0.25,0.97,0.45,0.70,0.49,0.90,0.41
0.30,0.95,0.47,0.70,0.47,0.89,0.41
0.35,0.95,0.60,0.77,0.58,0.91,0.54
0.40,0.95,0.65,0.79,0.62,0.90,0.59
0.45,0.86,0.82,0.84,0.69,0.91,0.69
0.50,0.84,0.82,0.83,0.66,0.88,0.66
0.55,0.70,0.88,0.79,0.59,0.91,0.58
0.60,0.68,0.88,0.78,0.56,0.92,0.55
0.65,0.65,0.97,0.82,0.67,0.90,0.63
0.70,0.46,0.97,0.73,0.51,0.89,0.44
0.75,0.43,0.97,0.71,0.49,0.90,0.42
0.80,0.35,0.97,0.68,0.42,0.89,0.33
0.85,0.32,1.00,0.68,0.45,0.89,0.33
0.90,0.27,1.00,0.65,0.40,0.90,0.28
0.95,0.19,1.00,0.61,0.33,0.90,0.20

ridge_bin_nc5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.50,0.00,0.93,0.00
-2.90,1.00,0.00,0.50,0.00,0.93,0.00
-2.80,1.00,0.00,0.50,0.00,0.93,0.00
-2.70,1.00,0.00,0.50,0.00,0.93,0.00
-2.60,1.00,0.00,0.50,0.00,0.93,0.00
-2.50,1.00,0.00,0.50,0.00,0.93,0.00
-2.40,1.00,0.00,0.50,0.00,0.93,0.00
-2.30,1.00,0.00,0.50,0.00,0.93,0.00
-2.20,1.00,0.00,0.50,0.00,0.93,0.00
-2.10,1.00,0.00,0.50,0.00,0.93,0.00
-2.00,1.00,0.00,0.50,0.00,0.93,0.00
-1.90,1.00,0.00,0.50,0.00,0.93,0.00
-1.80,1.00,0.00,0.50,0.00,0.93,0.00
-1.70,1.00,0.01,0.50,0.05,0.93,0.01
-1.60,1.00,0.02,0.51,0.10,0.93,0.02
-1.50,1.00,0.03,0.51,0.11,0.93,0.03
-1.40,1.00,0.04,0.52,0.14,0.93,0.04
-1.30,1.00,0.09,0.55,0.22,0.93,0.09
-1.20,0.99,0.12,0.56,0.24,0.93,0.12
-1.10,0.99,0.17,0.58,0.28,0.93,0.16
-1.00,0.99,0.23,0.61,0.34,0.93,0.22
-0.90,0.97,0.30,0.64,0.37,0.93,0.28
-0.80,0.97,0.39,0.68,0.45,0.93,0.36
-0.70,0.97,0.51,0.74,0.54,0.93,0.48
-0.60,0.96,0.59,0.78,0.59,0.93,0.55
-0.50,0.93,0.66,0.80,0.62,0.93,0.60
-0.40,0.92,0.71,0.81,0.64,0.93,0.63
-0.30,0.91,0.73,0.82,0.65,0.93,0.64
-0.20,0.88,0.79,0.83,0.67,0.93,0.67
-0.10,0.85,0.84,0.84,0.69,0.93,0.69
0.00,0.82,0.88,0.85,0.71,0.93,0.71
0.10,0.80,0.91,0.86,0.71,0.93,0.71
0.20,0.79,0.94,0.86,0.73,0.93,0.73
0.30,0.74,0.96,0.85,0.72,0.93,0.70
0.40,0.69,0.97,0.83,0.69,0.93,0.66
0.50,0.65,0.99,0.82,0.68,0.93,0.64
0.60,0.58,0.99,0.78,0.62,0.93,0.57
0.70,0.50,0.99,0.74,0.56,0.93,0.49
0.80,0.45,0.99,0.72,0.53,0.93,0.45
0.90,0.35,0.99,0.67,0.45,0.93,0.34
1.00,0.26,1.00,0.63,0.39,0.93,0.26
1.10,0.18,1.00,0.59,0.32,0.93,0.18
1.20,0.12,1.00,0.56,0.25,0.93,0.12
1.30,0.05,1.00,0.53,0.16,0.93,0.05
1.40,0.03,1.00,0.51,0.11,0.93,0.03
1.50,0.02,1.00,0.51,0.09,0.93,0.02
1.60,0.01,1.00,0.51,0.07,0.93,0.01
1.70,0.01,1.00,0.50,0.05,0.93,0.01
1.80,0.01,1.00,0.50,0.05,0.93,0.01
1.90,0.01,1.00,0.50,0.05,0.93,0.01
2.00,0.01,1.00,0.50,0.05,0.93,0.01
2.10,0.00,1.00,0.50,0.00,0.93,0.00
2.20,0.00,1.00,0.50,0.00,0.93,0.00
2.30,0.00,1.00,0.50,0.00,0.93,0.00
2.40,0.00,1.00,0.50,0.00,0.93,0.00
2.50,0.00,1.00,0.50,0.00,0.93,0.00
2.60,0.00,1.00,0.50,0.00,0.93,0.00
2.70,0.00,1.00,0.50,0.00,0.93,0.00
2.80,0.00,1.00,0.50,0.00,0.93,0.00
2.90,0.00,1.00,0.50,0.00,0.93,0.00

ridge_kfold_bin_nc5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.48,0.00,0.87,0.00
-2.90,1.00,0.00,0.48,0.00,0.87,0.00
-2.80,1.00,0.00,0.48,0.00,0.87,0.00
-2.70,1.00,0.00,0.48,0.00,0.87,0.00
-2.60,1.00,0.00,0.48,0.00,0.87,0.00
-2.50,1.00,0.00,0.48,0.00,0.87,0.00
-2.40,1.00,0.00,0.48,0.00,0.87,0.00
-2.30,1.00,0.00,0.48,0.00,0.87,0.00
-2.20,1.00,0.00,0.48,0.00,0.87,0.00
-2.10,1.00,0.00,0.48,0.00,0.87,0.00
-2.00,1.00,0.00,0.48,0.00,0.87,0.00
-1.90,1.00,0.00,0.48,0.00,0.87,0.00
-1.80,1.00,0.00,0.48,0.00,0.87,0.00
-1.70,1.00,0.00,0.48,0.00,0.87,0.00
-1.60,1.00,0.00,0.48,0.00,0.87,0.00
-1.50,1.00,0.00,0.48,0.00,0.87,0.00
-1.40,1.00,0.00,0.48,0.00,0.87,0.00
-1.30,1.00,0.03,0.49,0.11,0.87,0.02
-1.20,1.00,0.05,0.51,0.16,0.87,0.05
-1.10,1.00,0.10,0.53,0.23,0.87,0.10
-1.00,1.00,0.15,0.56,0.28,0.87,0.15
-0.90,0.97,0.28,0.61,0.34,0.87,0.24
-0.80,0.97,0.35,0.65,0.41,0.87,0.31
-0.70,0.97,0.47,0.71,0.51,0.87,0.44
-0.60,0.97,0.50,0.73,0.53,0.87,0.46
-0.50,0.95,0.55,0.74,0.53,0.87,0.49
-0.40,0.89,0.62,0.75,0.53,0.87,0.51
-0.30,0.86,0.62,0.74,0.50,0.87,0.48
-0.20,0.84,0.65,0.74,0.49,0.87,0.48
-0.10,0.84,0.72,0.78,0.56,0.87,0.56
0.00,0.78,0.75,0.77,0.53,0.87,0.53
0.10,0.76,0.80,0.78,0.56,0.87,0.56
0.20,0.73,0.88,0.81,0.61,0.87,0.61
0.30,0.68,0.93,0.81,0.62,0.87,0.61
0.40,0.62,0.95,0.79,0.61,0.87,0.58
0.50,0.57,0.95,0.77,0.56,0.87,0.53
0.60,0.46,0.95,0.71,0.47,0.87,0.42
0.70,0.41,0.95,0.69,0.43,0.87,0.36
0.80,0.32,0.97,0.66,0.40,0.87,0.31
0.90,0.24,0.97,0.62,0.32,0.87,0.22
1.00,0.19,1.00,0.61,0.33,0.87,0.20
1.10,0.14,1.00,0.58,0.27,0.87,0.14
1.20,0.08,1.00,0.56,0.21,0.87,0.08
1.30,0.08,1.00,0.56,0.21,0.87,0.08
1.40,0.00,1.00,0.52,0.00,0.87,0.00
1.50,0.00,1.00,0.52,0.00,0.87,0.00
1.60,0.00,1.00,0.52,0.00,0.87,0.00
1.70,0.00,1.00,0.52,0.00,0.87,0.00
1.80,0.00,1.00,0.52,0.00,0.87,0.00
1.90,0.00,1.00,0.52,0.00,0.87,0.00
2.00,0.00,1.00,0.52,0.00,0.87,0.00
2.10,0.00,1.00,0.52,0.00,0.87,0.00
2.20,0.00,1.00,0.52,0.00,0.87,0.00
2.30,0.00,1.00,0.52,0.00,0.87,0.00
2.40,0.00,1.00,0.52,0.00,0.87,0.00
2.50,0.00,1.00,0.52,0.00,0.87,0.00
2.60,0.00,1.00,0.52,0.00,0.87,0.00
2.70,0.00,1.00,0.52,0.00,0.87,0.00
2.80,0.00,1.00,0.52,0.00,0.87,0.00
2.90,0.00,1.00,0.52,0.00,0.87,0.00

svm_bin_nc5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.50,0.00,0.95,0.00
-2.90,1.00,0.00,0.50,0.00,0.95,0.00
-2.80,1.00,0.00,0.50,0.00,0.95,0.00
-2.70,1.00,0.00,0.50,0.00,0.95,0.00
-2.60,1.00,0.00,0.50,0.00,0.95,0.00
-2.50,1.00,0.00,0.50,0.00,0.95,0.00
-2.40,1.00,0.00,0.50,0.00,0.95,0.00
-2.30,1.00,0.00,0.50,0.00,0.95,0.00
-2.20,1.00,0.00,0.50,0.00,0.95,0.00
-2.10,1.00,0.00,0.50,0.00,0.95,0.00
-2.00,1.00,0.00,0.50,0.00,0.95,0.00
-1.90,1.00,0.00,0.50,0.00,0.95,0.00
-1.80,1.00,0.00,0.50,0.00,0.95,0.00
-1.70,1.00,0.01,0.50,0.07,0.95,0.01
-1.60,1.00,0.02,0.51,0.10,0.95,0.02
-1.50,1.00,0.02,0.51,0.10,0.95,0.02
-1.40,1.00,0.07,0.53,0.19,0.95,0.07
-1.30,0.99,0.11,0.55,0.23,0.95,0.11
-1.20,0.99,0.15,0.57,0.28,0.95,0.15
-1.10,0.99,0.24,0.62,0.36,0.95,0.24
-1.00,0.98,0.34,0.66,0.41,0.95,0.32
-0.90,0.97,0.45,0.71,0.50,0.95,0.42
-0.80,0.97,0.54,0.75,0.56,0.95,0.51
-0.70,0.95,0.64,0.80,0.63,0.95,0.60
-0.60,0.93,0.71,0.82,0.65,0.95,0.64
-0.50,0.92,0.74,0.83,0.68,0.95,0.66
-0.40,0.91,0.81,0.86,0.73,0.95,0.73
-0.30,0.90,0.85,0.87,0.75,0.95,0.75
-0.20,0.88,0.88,0.88,0.76,0.95,0.76
-0.10,0.85,0.91,0.88,0.76,0.95,0.76
0.00,0.81,0.95,0.88,0.77,0.95,0.76
0.10,0.78,0.97,0.88,0.77,0.95,0.75
0.20,0.77,0.98,0.88,0.77,0.95,0.75
0.30,0.75,0.99,0.87,0.77,0.95,0.75
0.40,0.74,0.99,0.87,0.76,0.95,0.73
0.50,0.70,1.00,0.85,0.73,0.95,0.70
0.60,0.66,1.00,0.83,0.70,0.95,0.66
0.70,0.64,1.00,0.82,0.69,0.95,0.64
0.80,0.60,1.00,0.80,0.66,0.95,0.60
0.90,0.55,1.00,0.78,0.62,0.95,0.56
1.00,0.48,1.00,0.74,0.56,0.95,0.48
1.10,0.40,1.00,0.70,0.50,0.95,0.40
1.20,0.33,1.00,0.67,0.45,0.95,0.33
1.30,0.25,1.00,0.63,0.38,0.95,0.25
1.40,0.20,1.00,0.60,0.33,0.95,0.20
1.50,0.16,1.00,0.58,0.30,0.95,0.16
1.60,0.12,1.00,0.56,0.25,0.95,0.12
1.70,0.08,1.00,0.54,0.20,0.95,0.08
1.80,0.05,1.00,0.53,0.16,0.95,0.05
1.90,0.01,1.00,0.51,0.07,0.95,0.01
2.00,0.01,1.00,0.51,0.07,0.95,0.01
2.10,0.00,1.00,0.50,0.00,0.95,0.00
2.20,0.00,1.00,0.50,0.00,0.95,0.00
2.30,0.00,1.00,0.50,0.00,0.95,0.00
2.40,0.00,1.00,0.50,0.00,0.95,0.00
2.50,0.00,1.00,0.50,0.00,0.95,0.00
2.60,0.00,1.00,0.50,0.00,0.95,0.00
2.70,0.00,1.00,0.50,0.00,0.95,0.00
2.80,0.00,1.00,0.50,0.00,0.95,0.00
2.90,0.00,1.00,0.50,0.00,0.95,0.00

svm_kfold_bin_nc5.txt
Threshold,Senstivity,Specificity,Accuracy,MCC,ROC_AUC,Kappa
-3.00,1.00,0.00,0.48,0.00,0.90,0.00
-2.90,1.00,0.00,0.48,0.00,0.90,0.00
-2.80,1.00,0.00,0.48,0.00,0.90,0.00
-2.70,1.00,0.00,0.48,0.00,0.90,0.00
-2.60,1.00,0.00,0.48,0.00,0.90,0.00
-2.50,1.00,0.00,0.48,0.00,0.90,0.00
-2.40,1.00,0.00,0.48,0.00,0.90,0.00
-2.30,1.00,0.00,0.48,0.00,0.90,0.00
-2.20,1.00,0.00,0.48,0.00,0.90,0.00
-2.10,1.00,0.00,0.48,0.00,0.90,0.00
-2.00,1.00,0.00,0.48,0.00,0.90,0.00
-1.90,1.00,0.00,0.48,0.00,0.90,0.00
-1.80,1.00,0.00,0.48,0.00,0.90,0.00
-1.70,1.00,0.00,0.48,0.00,0.90,0.00
-1.60,1.00,0.00,0.48,0.00,0.90,0.00
-1.50,1.00,0.00,0.48,0.00,0.90,0.00
-1.40,1.00,0.00,0.48,0.00,0.90,0.00
-1.30,1.00,0.00,0.48,0.00,0.90,0.00
-1.20,1.00,0.00,0.48,0.00,0.90,0.00
-1.10,1.00,0.00,0.48,0.00,0.90,0.00
-1.00,1.00,0.05,0.51,0.16,0.90,0.05
-0.90,1.00,0.10,0.53,0.23,0.90,0.10
-0.80,0.97,0.25,0.60,0.32,0.90,0.22
-0.70,0.97,0.40,0.68,0.45,0.90,0.36
-0.60,0.95,0.47,0.70,0.47,0.90,0.41
-0.50,0.95,0.60,0.77,0.58,0.90,0.54
-0.40,0.84,0.72,0.78,0.56,0.90,0.56
-0.30,0.84,0.80,0.82,0.64,0.90,0.64
-0.20,0.78,0.82,0.81,0.61,0.90,0.61
-0.10,0.76,0.90,0.83,0.67,0.90,0.66
0.00,0.70,0.93,0.82,0.65,0.90,0.63
0.10,0.65,0.95,0.81,0.63,0.90,0.61
0.20,0.65,0.97,0.82,0.67,0.90,0.63
0.30,0.54,1.00,0.78,0.62,0.90,0.55
0.40,0.51,1.00,0.77,0.60,0.90,0.52
0.50,0.49,1.00,0.75,0.57,0.90,0.50
0.60,0.43,1.00,0.73,0.53,0.90,0.44
0.70,0.41,1.00,0.71,0.51,0.90,0.41
0.80,0.38,1.00,0.70,0.49,0.90,0.39
0.90,0.32,1.00,0.68,0.45,0.90,0.33
1.00,0.27,1.00,0.65,0.40,0.90,0.28
1.10,0.19,1.00,0.61,0.33,0.90,0.20
1.20,0.11,1.00,0.57,0.24,0.90,0.11
1.30,0.08,1.00,0.56,0.21,0.90,0.08
1.40,0.03,1.00,0.53,0.12,0.90,0.03
1.50,0.03,1.00,0.53,0.12,0.90,0.03
1.60,0.03,1.00,0.53,0.12,0.90,0.03
1.70,0.00,1.00,0.52,0.00,0.90,0.00
1.80,0.00,1.00,0.52,0.00,0.90,0.00
1.90,0.00,1.00,0.52,0.00,0.90,0.00
2.00,0.00,1.00,0.52,0.00,0.90,0.00
2.10,0.00,1.00,0.52,0.00,0.90,0.00
2.20,0.00,1.00,0.52,0.00,0.90,0.00
2.30,0.00,1.00,0.52,0.00,0.90,0.00
2.40,0.00,1.00,0.52,0.00,0.90,0.00
2.50,0.00,1.00,0.52,0.00,0.90,0.00
2.60,0.00,1.00,0.52,0.00,0.90,0.00
2.70,0.00,1.00,0.52,0.00,0.90,0.00
2.80,0.00,1.00,0.52,0.00,0.90,0.00
2.90,0.00,1.00,0.52,0.00,0.90,0.00

